"date","isin","cusip","ticker_raw","name","sector","asset_class","mkt_val","weight","shares","price","currency","exchange","country"
"2025-08-18","US0970232049","097023204","BA","BOEING CO","Industrial","Equity",663356846.7,4.62363,8955810,74.07,"USD","-","United States"
"2025-08-18","US9497468044","949746804","WFC","WELLS FARGO & COMPANY SERIES L","Financial Institutions","Equity",341319264,2.37901,279312,1222,"USD","NYSE","United States"
"2025-08-18","US48251W5004","48251W500","KKR","KKR & CO INC","Financial Institutions","Equity",229429536.98,1.59913,4139086,55.43,"USD","-","United States"
"2025-08-18","US1730802014","173080201","C","CITIGROUP CAPITAL XIII","Financial Institutions","Equity",214784548.37,1.49706,7185833,29.89,"USD","NYSE","United States"
"2025-08-18","US0605056821","060505682","BAC","BANK OF AMERICA CORP","Financial Institutions","Equity",191907121,1.3376,156149,1229,"USD","NYSE","United States"
"2025-08-18","US03769M3043","03769M304","APO","APOLLO GLOBAL MANAGEMENT INC","Financial Institutions","Equity",168918405.06,1.17737,2299461,73.46,"USD","-","United States"
"2025-08-18","US65339F6631","65339F663","NEE","NEXTERA ENERGY UNITS INC","Utility","Equity",161566114.5,1.12612,3199329,50.5,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-08-18","US48128B6487","48128B648","JPM","JPMORGAN CHASE & CO","Financial Institutions","Equity",148327266.78,1.03385,5837358,25.41,"USD","-","United States"
"2025-08-18","US5950173022","595017302","MCHP","MICROCHIP TECHNOLOGY INCORPORATED","Industrial","Equity",147756162.2,1.02987,2375501,62.2,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-08-18","US42824C2089","42824C208","HPE","HEWLETT PACKARD ENTERPRISE CONV PR","Industrial","Equity",146894267.78,1.02386,2399449,61.22,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-08-18","US0126532003","012653200","ALB","ALBEMARLE CORP","Industrial","Equity",143414007.62,0.9996,3679169,38.98,"USD","NYSE","United States"
"2025-08-18","US65339F7134","65339F713","NEEXU","NEXTERA ENERGY   CORPORATE UNITS I","Utility","Equity",139682704.14,0.97359,3199329,43.66,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-08-18","US03990B3096","03990B309","ARES","ARES MANAGEMENT CORP","Financial Institutions","Equity",138664157.71,0.9665,2399449,57.79,"USD","-","United States"
"2025-08-18","US48128B6552","48128B655","JPM","JPMORGAN CHASE & CO","Financial Institutions","Equity",135174787.57,0.94217,5426527,24.91,"USD","NYSE","United States"
"2025-08-18","US48128B5497","48128B549","JPM","JPMORGAN CHASE NON-CUMULATIVE PREF","Financial Institutions","Equity",115833203.06,0.80736,5856077,19.78,"USD","NYSE","United States"
"2025-08-18","US48128B5232","48128B523","JPM","JPMORGAN CHASE AND CO DS REPSTG  T","Financial Institutions","Equity",114866354.4,0.80062,6263160,18.34,"USD","NYSE","United States"
"2025-08-18","US65339F1194","65339F119","NEE","NEXTERA ENERGY UNITS INC","Utility","Equity",112270218.71,0.78253,2399449,46.79,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-08-18","US94988U1512","94988U151","WFC","WELLS FARGO & COMPANY","Financial Institutions","Equity",110948444.86,0.77332,5666417,19.58,"USD","-","United States"
"2025-08-18","US00206R7061","00206R706","T","AT&T INC","Industrial","Equity",109288146.56,0.76174,5598778,19.52,"USD","-","United States"
"2025-08-18","US5949728878","594972887","MSTR","MICROSTRATEGY INCORPORATED","Industrial","Equity",103094746.64,0.71858,1021448,100.93,"USD","-","United States"
"2025-08-18","US69331C3060","69331C306","PCG","PG&E CORPORATION","Utility","Equity",102039606.34,0.71122,2575457,39.62,"USD","-","United States"
"2025-08-18","US00206R3003","00206R300","T","AT&T INC","Industrial","Equity",97992553.92,0.68301,4231112,23.16,"USD","-","United States"
"2025-08-18","US5949728795","594972879","MSTR","MICROSTRATEGY  PERP STRIFE PRF SER","Industrial","Equity",96136233.75,0.67007,841455,114.25,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-08-18","US14040H8245","14040H824","COF","CAPITAL ONE FINANCIAL CORPORATION","Financial Institutions","Equity",94251299.44,0.65694,4798946,19.64,"USD","-","United States"
"2025-08-18","US38144G8042","38144G804","GS","GOLDMAN SACHS GROUP INC","Financial Institutions","Equity",91691584.49,0.63909,4318963,21.23,"USD","NYSE","United States"
"2025-08-18","US48128B5802","48128B580","JPM","JPMORGAN CHASE DRC","Financial Institutions","Equity",91143429.23,0.63527,4690861,19.43,"USD","NYSE","United States"
"2025-08-18","US82452J3077","82452J307","FOUR","SHIFT4 PAYMENTS INC","Industrial","Equity",84742094.45,0.59066,799831,105.95,"USD","-","United States"
"2025-08-18","US61762V8384","61762V838","MS","MORGAN STANLEY","Financial Institutions","Equity",83787669.74,0.584,3211486,26.09,"USD","-","United States"
"2025-08-18","US61762V8533","61762V853","MS","MORGAN STANLEY","Financial Institutions","Equity",82900945.32,0.57782,3210726,25.82,"USD","-","United States"
