"date","isin","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days"
"2026-03-11","-","USD","USD","USD CASH","Cash and/or Derivatives",-6613984.0,-9620859.0,-3006875.0,-0.04734,-0.06896,-0.02162,100.0,-300687500.0,"SELL",1
"2026-03-11","US2333318598","DTE","DTE","DTE ENERGY COMPANY","Utility",1164536.0,1164536.0,0.0,0.18197,0.18214,0.00017,21.82,0.0,"UNCHANGED",1
"2026-03-11","CA67000B2030","NOVTV","NOVTV","NOVANTA TANGIBLE EQUITY UNITS INC","Industrial",920675.0,920675.0,0.0,0.36583,0.37272,0.00689,56.48,0.0,"UNCHANGED",1
"2026-03-11","US38741L3050","GPMT-A","GPMT","GRANITE POINT MORTGAGE TRUST INC","Financial Institutions",598946.0,598946.0,0.0,0.08798,0.08745,-0.00053,20.37,0.0,"UNCHANGED",1
"2026-03-11","US1170436042","BC","BC","BRUNSWICK CORPORATION","Industrial",625940.0,625940.0,0.0,0.11072,0.11051,-0.00021,24.63,0.0,"UNCHANGED",1
"2026-03-11","BMG162491564","BPY","BPY","BROOKFIELD PROPERTY PARTNERS LP","Industrial",727832.0,727832.0,0.0,0.07784,0.07815,0.00031,14.98,0.0,"UNCHANGED",1
"2026-03-11","US0389238504","ABR-F","ABR","ARBOR REALTY TRUST INC","Financial Institutions",822318.0,822318.0,0.0,0.13097,0.13091,-6e-05,22.21,0.0,"UNCHANGED",1
"2026-03-11","US8085136005","SCHW-D","SCHW","CHARLES SCHWAB CORPORATION (THE)","Financial Institutions",2183460.0,2183460.0,0.0,0.39074,0.39033,-0.00041,24.94,0.0,"UNCHANGED",1
"2026-03-11","US25525P3055","DHC","DHC","DIVERSIFIED HEALTHCARE .25% SENIOR","Financial Institutions",727824.0,727824.0,0.0,0.09576,0.09589,0.00013,18.38,0.0,"UNCHANGED",1
"2026-03-11","US3205178656","FHN-F","FHN","FIRST HORIZON CORP (TENNESSEE)","Financial Institutions",452250.0,452250.0,0.0,0.06073,0.06111,0.00038,18.85,0.0,"UNCHANGED",1
"2026-03-11","US0605051954","BAC","BAC","BANK OF AMERICA DEP REPRESENTING","Financial Institutions",1682676.0,1682676.0,0.0,0.30028,0.30044,0.00016,24.91,0.0,"UNCHANGED",1
"2026-03-11","US87264A3032","TMUS","TMUS","T-MOBILE USA INC","Industrial",1149252.0,1149252.0,0.0,0.18329,0.18082,-0.00247,21.95,0.0,"UNCHANGED",1
"2026-03-11","US29452E4089","EQH-C","EQH","EQUITABLE HOLDINGS INC","Financial Institutions",870010.0,870010.0,0.0,0.10164,0.10127,-0.00037,16.24,0.0,"UNCHANGED",1
"2026-03-11","US04686J8615","ATH-A","ATH","ATHENE HOLDING DS REPRESENTING   P","Financial Institutions",2510992.0,2510992.0,0.0,0.43138,0.43124,-0.00014,23.96,0.0,"UNCHANGED",1
"2026-03-11","US5835432023","SLNH-A","SLNH","SOLUNA HOLDINGS INC","Industrial",383188.0,383188.0,0.0,0.02523,0.02505,-0.00018,9.12,0.0,"UNCHANGED",1
"2026-03-11","US1746104025","CFG-E","CFG","CITIZENS FINANCIAL GROUP INC","Financial Institutions",1310086.0,1310086.0,0.0,0.18455,0.18387,-0.00068,19.58,0.0,"UNCHANGED",1
"2026-03-11","US31959X4007","FCNCA","FCNCA","FIRST CITIZENS BANCSHARES INC (DEL","Financial Institutions",1165608.0,1165608.0,0.0,0.20884,0.20829,-0.00055,24.93,0.0,"UNCHANGED",1
"2026-03-11","US05580M8275","RILY","RILY","B. RILEY FINANCIAL INC","Financial Institutions",312831.0,312831.0,0.0,0.05632,0.05651,0.00019,25.2,0.0,"UNCHANGED",1
"2026-03-11","US26884U3077","EPR-E","EPR","EPR PROPERTIES","Financial Institutions",250831.0,250831.0,0.0,0.05891,0.05854,-0.00037,32.56,0.0,"UNCHANGED",1
"2026-03-11","US58844R8503","MBIN","MBIN","MERCHANTS BANCORP","Financial Institutions",669562.0,669562.0,0.0,0.11929,0.11845,-0.00084,24.68,0.0,"UNCHANGED",1
"2026-03-11","US05461T3059","AXS-E","AXS","AXIS CAPITAL HOLDINGS LTD","Financial Institutions",1595031.0,1595031.0,0.0,0.23018,0.23049,0.00031,20.16,0.0,"UNCHANGED",1
"2026-03-11","US62913M2061","NGL-B","NGL","NGL ENERGY PARTNERS LP","Industrial",947717.0,947717.0,0.0,0.16743,0.16976,0.00233,24.99,0.0,"UNCHANGED",1
"2026-03-11","US00489Q2012","ACR-C","ACR","ACRES COMMERCIAL REALTY .625 FIXED","Financial Institutions",349775.0,349775.0,0.0,0.06292,0.06293,1e-05,25.1,0.0,"UNCHANGED",1
"2026-03-11","US65339K8606","NEE","NEE","NEXTERA ENERGY CAPITAL HOLDINGS IN","Utility",2001548.0,2001548.0,0.0,0.34027,0.34073,0.00046,23.75,0.0,"UNCHANGED",1
"2026-03-11","US69331C3060","PCG","PCG","PG&E CORPORATION","Utility",2343585.0,2343585.0,0.0,0.74669,0.74652,-0.00017,44.44,0.0,"UNCHANGED",1
"2026-03-11","US03769M3043","APO","APO","APOLLO GLOBAL MANAGEMENT INC","Financial Institutions",2092472.0,2092472.0,0.0,0.85944,0.84936,-0.01008,56.63,0.0,"UNCHANGED",1
"2026-03-11","US74965L2007","RLJ-A","RLJ","RLJ LODGING .95 CUMULATIVE CONVERT","Financial Institutions",937375.0,937375.0,0.0,0.17097,0.171,3e-05,25.45,0.0,"UNCHANGED",1
"2026-03-11","US70931T7072","PMT","PMT","PENNYMAC MORTGAGE INVESTMENT TRUST","Financial Institutions",502227.0,502227.0,0.0,0.09133,0.09136,3e-05,25.38,0.0,"UNCHANGED",1
"2026-03-11","US20451Q2030","CODI-A","CODI","COMPASS DIVERSIFIED HOLDINGS","Financial Institutions",357051.0,357051.0,0.0,0.04784,0.04863,0.00079,19.0,0.0,"UNCHANGED",1
"2026-03-11","US68003D3035","ONB-C","ONB","OLD NATIONAL BANCORP DEP SHS EACH","Financial Institutions",368329.0,368329.0,0.0,0.06599,0.066,1e-05,25.0,0.0,"UNCHANGED",1
"2026-03-11","US48128B6487","JPM","JPM","JPMORGAN CHASE & CO","Financial Institutions",5385913.0,5385913.0,0.0,0.97,0.96976,-0.00024,25.12,0.0,"UNCHANGED",1
"2026-03-11","US0082528359","AMG","AMG","AFFILIATED MANAGERS GROUP INC.","Financial Institutions",582282.0,582282.0,0.0,0.06381,0.06369,-0.00012,15.26,0.0,"UNCHANGED",1
"2026-03-11","US29364N1081","ETR","ETR","ENTERGY MISSISSIPPI INC","Utility",756949.0,756949.0,0.0,0.11351,0.1128,-0.00071,20.79,0.0,"UNCHANGED",1
"2026-03-11","US4932678760","KEY-F","KEY","KEYCORP","Financial Institutions",1237276.0,1237276.0,0.0,0.19166,0.19121,-0.00045,21.56,0.0,"UNCHANGED",1
"2026-03-11","US75574U8870","RC-E","RC","READY CAPITAL CORP","Financial Institutions",351198.0,351198.0,0.0,0.03165,0.03167,2e-05,12.58,0.0,"UNCHANGED",1
"2026-03-11","US12542R7044","CHSINC","CHSINC","CHS RESET RATE CUMULATIVE REDEEMAB","Industrial",1433357.0,1433357.0,0.0,0.25856,0.25849,-7e-05,25.16,0.0,"UNCHANGED",1
"2026-03-11","US00123Q5009","AGNC-C","AGNC","AGNC INVESTMENT CORP","Financial Institutions",946184.0,946184.0,0.0,0.17312,0.17328,0.00016,25.55,0.0,"UNCHANGED",1
"2026-03-11","BMG053841703","AHL","AHL","ASPEN INSURANCE HOLDINGS LTD","Financial Institutions",655029.0,655029.0,0.0,0.11727,0.11743,0.00016,25.01,0.0,"UNCHANGED",1
"2026-03-11","US8726521029","TPG","TPG","TPG OPERATING GROUP II LP","Financial Institutions",1164536.0,1164536.0,0.0,0.2059,0.20367,-0.00223,24.4,0.0,"UNCHANGED",1
"2026-03-11","US72348N2080","PNFP PR A","PNFP PR A","PINNACLE FINANCIAL PARTNERS NON CU","Financial Institutions",582274.0,582274.0,0.0,0.10612,0.10622,0.0001,25.45,0.0,"UNCHANGED",1
"2026-03-11","US74460W6286","PSA-I","PSA","PUBLIC STORAGE REPSTG  TH BEN INT","Financial Institutions",920675.0,920675.0,0.0,0.12983,0.12908,-0.00075,19.56,0.0,"UNCHANGED",1
"2026-03-11","US04686J4085","ATH-D","ATH","ATHENE HOLDING DS REPRESENTING A","Financial Institutions",1674023.0,1674023.0,0.0,0.19975,0.2005,0.00075,16.71,0.0,"UNCHANGED",1
"2026-03-11","US9290428104","VNO-N","VNO","VORNADO REALTY TRUST","Financial Institutions",873382.0,873382.0,0.0,0.10553,0.10417,-0.00136,16.64,0.0,"UNCHANGED",1
