"date","isin","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days"
"2026-03-10","-","USD","USD","USD CASH","Cash and/or Derivatives",-9113168.0,-6613984.0,2499184.0,-0.06519,-0.04734,0.01785,100.0,249918400.0,"BUY",1
"2026-03-10","US2333318598","DTE","DTE","DTE ENERGY COMPANY","Utility",1164536.0,1164536.0,0.0,0.18209,0.18197,-0.00012,21.83,0.0,"UNCHANGED",1
"2026-03-10","CA67000B2030","NOVTV","NOVTV","NOVANTA TANGIBLE EQUITY UNITS INC","Industrial",920675.0,920675.0,0.0,0.37591,0.36583,-0.01008,55.51,0.0,"UNCHANGED",1
"2026-03-10","US38741L3050","GPMT-A","GPMT","GRANITE POINT MORTGAGE TRUST INC","Financial Institutions",598946.0,598946.0,0.0,0.08727,0.08798,0.00071,20.52,0.0,"UNCHANGED",1
"2026-03-10","US1170436042","BC","BC","BRUNSWICK CORPORATION","Industrial",625940.0,625940.0,0.0,0.11081,0.11072,-9e-05,24.71,0.0,"UNCHANGED",1
"2026-03-10","BMG162491564","BPY","BPY","BROOKFIELD PROPERTY PARTNERS LP","Industrial",727832.0,727832.0,0.0,0.07752,0.07784,0.00032,14.94,0.0,"UNCHANGED",1
"2026-03-10","US0389238504","ABR-F","ABR","ARBOR REALTY TRUST INC","Financial Institutions",822318.0,822318.0,0.0,0.13064,0.13097,0.00033,22.25,0.0,"UNCHANGED",1
"2026-03-10","US8085136005","SCHW-D","SCHW","CHARLES SCHWAB CORPORATION (THE)","Financial Institutions",2183460.0,2183460.0,0.0,0.39014,0.39074,0.0006,25.0,0.0,"UNCHANGED",1
"2026-03-10","US25525P3055","DHC","DHC","DIVERSIFIED HEALTHCARE .25% SENIOR","Financial Institutions",727824.0,727824.0,0.0,0.09532,0.09576,0.00044,18.38,0.0,"UNCHANGED",1
"2026-03-10","US3205178656","FHN-F","FHN","FIRST HORIZON CORP (TENNESSEE)","Financial Institutions",452250.0,452250.0,0.0,0.06068,0.06073,5e-05,18.76,0.0,"UNCHANGED",1
"2026-03-10","US0605051954","BAC","BAC","BANK OF AMERICA DEP REPRESENTING","Financial Institutions",1682676.0,1682676.0,0.0,0.29994,0.30028,0.00034,24.93,0.0,"UNCHANGED",1
"2026-03-10","US87264A3032","TMUS","TMUS","T-MOBILE USA INC","Industrial",1149252.0,1149252.0,0.0,0.18447,0.18329,-0.00118,22.28,0.0,"UNCHANGED",1
"2026-03-10","US29452E4089","EQH-C","EQH","EQUITABLE HOLDINGS INC","Financial Institutions",870010.0,870010.0,0.0,0.10181,0.10164,-0.00017,16.32,0.0,"UNCHANGED",1
"2026-03-10","US04686J8615","ATH-A","ATH","ATHENE HOLDING DS REPRESENTING   P","Financial Institutions",2510992.0,2510992.0,0.0,0.42747,0.43138,0.00391,24.0,0.0,"UNCHANGED",1
"2026-03-10","US5835432023","SLNH-A","SLNH","SOLUNA HOLDINGS INC","Industrial",383188.0,383188.0,0.0,0.02579,0.02523,-0.00056,9.2,0.0,"UNCHANGED",1
"2026-03-10","US1746104025","CFG-E","CFG","CITIZENS FINANCIAL GROUP INC","Financial Institutions",1310086.0,1310086.0,0.0,0.18442,0.18455,0.00013,19.68,0.0,"UNCHANGED",1
"2026-03-10","US31959X4007","FCNCA","FCNCA","FIRST CITIZENS BANCSHARES INC (DEL","Financial Institutions",1165608.0,1165608.0,0.0,0.20786,0.20884,0.00098,25.03,0.0,"UNCHANGED",1
"2026-03-10","US05580M8275","RILY","RILY","B. RILEY FINANCIAL INC","Financial Institutions",312831.0,312831.0,0.0,0.05628,0.05632,4e-05,25.15,0.0,"UNCHANGED",1
"2026-03-10","US26884U3077","EPR-E","EPR","EPR PROPERTIES","Financial Institutions",250831.0,250831.0,0.0,0.05876,0.05891,0.00015,32.81,0.0,"UNCHANGED",1
"2026-03-10","US58844R8503","MBIN","MBIN","MERCHANTS BANCORP","Financial Institutions",669562.0,669562.0,0.0,0.11772,0.11929,0.00157,24.89,0.0,"UNCHANGED",1
"2026-03-10","US05461T3059","AXS-E","AXS","AXIS CAPITAL HOLDINGS LTD","Financial Institutions",1595031.0,1595031.0,0.0,0.23058,0.23018,-0.0004,20.16,0.0,"UNCHANGED",1
"2026-03-10","US62913M2061","NGL-B","NGL","NGL ENERGY PARTNERS LP","Industrial",947717.0,947717.0,0.0,0.16629,0.16743,0.00114,24.68,0.0,"UNCHANGED",1
"2026-03-10","US00489Q2012","ACR-C","ACR","ACRES COMMERCIAL REALTY .625 FIXED","Financial Institutions",349775.0,349775.0,0.0,0.06287,0.06292,5e-05,25.13,0.0,"UNCHANGED",1
"2026-03-10","US65339K8606","NEE","NEE","NEXTERA ENERGY CAPITAL HOLDINGS IN","Utility",2001548.0,2001548.0,0.0,0.33989,0.34027,0.00038,23.75,0.0,"UNCHANGED",1
"2026-03-10","US69331C3060","PCG","PCG","PG&E CORPORATION","Utility",2343585.0,2343585.0,0.0,0.74498,0.74669,0.00171,44.51,0.0,"UNCHANGED",1
