"date","isin","cusip","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days","yahoo_ticker","adv_30d","overhang_days","par_value","price_vs_par_pct","signal_score"
"2026-06-09","825252885","825252885","AGPXX","AGPXX","Invesco Government & Agency Portfolio","Money Market Fund, Taxable","340192.01","635218.42","295026.41000000003","8.9e-05","0.000167","7.8e-05","1.0","295026.41","SUSPECT","2","","","",25.0,-96.0,""
"2026-06-09","48128B648","48128B648","JPM-EE","JPM","JPMorgan Chase & Co","Preferred Stock","2687310.0","2690775.0","3465.0","0.017816","0.017833","1.7e-05","25.25","87491.25","BUY","2","","","",25.0,1.0,""
"2026-06-09","48128B655","48128B655","JPM-DD","JPM","JPMorgan Chase & Co","Preferred Stock","2463148.0","2466325.0","3177.0","0.015406","0.015388","-1.8e-05","23.77","75517.29","BUY","2","","","",25.0,-4.92,""
"2026-06-09","94988U151","94988U151","WFC-Z","WFC","Wells Fargo & Co","Preferred Stock","2923863.0","2927625.0","3762.0","0.014426","0.014381","-4.5e-05","18.42","69296.04","BUY","2","WFC-PZ",169017,0.0,25.0,-26.32,0.0
"2026-06-09","48128B549","48128B549","JPM-LL","JPM","JPMorgan Chase & Co","Preferred Stock","2688533.0","2691998.0","3465.0","0.013141","0.013086","-5.5e-05","18.52","64171.8","BUY","2","","","",25.0,-25.92,""
"2026-06-09","48128B523","48128B523","JPM-MM","JPM","JPMorgan Chase & Co","Preferred Stock","2904785.0","2908529.0","3744.0","0.013047","0.012971","-7.6e-05","16.99","63610.56","BUY","2","","","",25.0,-32.04,""
"2026-06-09","060505229","060505229","BAC-GG","BAC","Bank of America Corp","Preferred Stock","1960235.0","1962764.0","2529.0","0.012785","0.012787","2e-06","24.82","62769.78","BUY","2","","","",25.0,-0.72,""
"2026-06-09","00206R706","00206R706","T-C","T","AT&T Inc","Preferred Stock","2543689.0","2546965.0","3276.0","0.012032","0.011993","-3.9e-05","17.94","58771.44","BUY","2","T-PC",108283,0.0,25.0,-28.24,0.0
"2026-06-09","06053U601","06053U601","BAC-KK","BAC","Bank of America Corp","Preferred Stock","2009398.0","2011990.0","2592.0","0.011358","0.011372","1.4e-05","21.2","54950.4","BUY","2","","","",25.0,-15.2,""
"2026-06-09","48128B580","48128B580","JPM-JJ","JPM","JPMorgan Chase & Co","Preferred Stock","2179843.0","2182651.0","2808.0","0.010448","0.010444","-4e-06","18.23","51189.84","BUY","2","","","",25.0,-27.08,""
