"date","isin","cusip","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days","yahoo_ticker","adv_30d","overhang_days","par_value","price_vs_par_pct","signal_score"
"2026-05-29","61762V838","61762V838","MS-Q","MS","Morgan Stanley","Preferred Stock","1450280.0","1445280.0","-5000.0","0.009731","0.009674","-5.7e-05","25.64","-128200.0","SELL","1","MS-PQ",56554,0.1,25.0,2.56,0.0
"2026-05-29","61762V853","61762V853","MS-P","MS","Morgan Stanley","Preferred Stock","1449791.0","1444791.0","-5000.0","0.009557","0.009527","-3e-05","25.26","-126300.0","SELL","1","MS-PP",67351,0.1,25.0,1.04,0.0
"2026-05-29","48128B648","48128B648","JPM-EE","JPM","JPMorgan Chase & Co","Preferred Stock","2676910.0","2671910.0","-5000.0","0.017877","0.017885","8e-06","25.26","-126300.0","SELL","1","","","",25.0,1.04,""
"2026-05-29","060505229","060505229","BAC-GG","BAC","Bank of America Corp","Preferred Stock","1953995.0","1948995.0","-5000.0","0.012666","0.012679","1.3e-05","24.92","-124600.0","SELL","1","","","",25.0,-0.32,""
"2026-05-29","04686J861","04686J861","ATH-A","ATH","Athene Holding Ltd","Preferred Stock","1251089.0","1246089.0","-5000.0","0.008067","0.008019","-4.8e-05","24.65","-123250.0","SELL","1","ATH-PA",30868,0.2,25.0,-1.4,0.28
"2026-05-29","30190A609","30190A609","FG","FG","F&G Annuities & Life Inc","Preferred Stock","548979.0","543979.0","-5000.0","0.003151","0.003117","-3.4e-05","21.95","-109750.0","SELL","1","FG",890610,0.0,25.0,-12.2,0.0
"2026-05-29","94988U151","94988U151","WFC-Z","WFC","Wells Fargo & Co","Preferred Stock","2912143.0","2907143.0","-5000.0","0.014367","0.014404","3.7e-05","18.98","-94900.0","SELL","1","WFC-PZ",145619,0.0,25.0,-24.08,0.0
"2026-05-29","48128B549","48128B549","JPM-LL","JPM","JPMorgan Chase & Co","Preferred Stock","2678133.0","2673133.0","-5000.0","0.013341","0.013324","-1.7e-05","18.8","-94000.0","SELL","1","","","",25.0,-24.8,""
"2026-05-29","00206R706","00206R706","T-C","T","AT&T Inc","Preferred Stock","2534129.0","2529129.0","-5000.0","0.01229","0.012247","-4.3e-05","18.55","-92750.0","SELL","1","T-PC",102459,0.0,25.0,-25.8,0.0
"2026-05-29","06055H400","06055H400","BAC-NN","BAC","Bank of America Corp","Preferred Stock","1558589.0","1553589.0","-5000.0","0.007127","0.007122","-5e-06","17.56","-87800.0","SELL","1","","","",25.0,-29.76,""
"2026-05-29","06055H806","06055H806","BAC-QQ","BAC","Bank of America Corp","Preferred Stock","1879005.0","1874005.0","-5000.0","0.008326","0.008336","1e-05","17.04","-85200.0","SELL","1","","","",25.0,-31.84,""
"2026-05-29","74460W396","74460W396","PSA-S","PSA","Public Storage","Preferred Stock","446268.0","441280.0","-4988.0","0.001862","0.001843","-1.9e-05","16.0","-79808.0","SELL","1","PSA-PS",18575,0.3,25.0,-36.0,10.8
"2026-05-29","61763E207","61763E207","MS-F","MS","Morgan Stanley","Preferred Stock","1232922.0","1230015.0","-2907.0","0.008153","0.008125","-2.8e-05","25.305","-73561.63","SELL","1","MS-PF",89244,0.0,25.0,1.22,0.0
"2026-05-29","48128B655","48128B655","JPM-DD","JPM","JPMorgan Chase & Co","Preferred Stock","2452028.0","2449028.0","-3000.0","0.015634","0.015622","-1.2e-05","24.07","-72210.0","SELL","1","","","",25.0,-3.72,""
