"date","isin","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days"
"2025-10-14","-","USD","USD","USD CASH","Cash and/or Derivatives",5559283.0,4982948.0,-576335.0,0.03824,0.03427,-0.00397,100.0,-57633500.0,"SELL",1
"2025-10-14","US0970232049","BA","BA","BOEING CO","Industrial",9124197.0,9110449.0,-13748.0,4.32304,4.32016,-0.00288,68.94,-947787.12,"SELL",1
"2025-10-14","US9497468044","WFC-L","WFC","WELLS FARGO & COMPANY SERIES L","Financial Institutions",279076.0,278656.0,-420.0,2.3631,2.36225,-0.00085,1232.45,-517629.0,"SELL",1
"2025-10-14","US5949728530","MSTR-A","MSTR","MICROSTRATEGY  PERP STRETCH PRF SE","Industrial",2222432.0,2219086.0,-3346.0,1.5139,1.50806,-0.00584,98.8,-330584.8,"SELL",1
"2025-10-14","US1730802014","C","C","CITIGROUP CAPITAL XIII","Financial Institutions",7128001.0,7117263.0,-10738.0,1.50181,1.50538,0.00357,30.75,-330193.5,"SELL",1
"2025-10-14","US48251W5004","KKR","KKR","KKR & CO INC","Financial Institutions",4105893.0,4099705.0,-6188.0,1.39831,1.45763,0.05932,51.69,-319857.72,"SELL",1
"2025-10-14","US0605056821","BAC-L","BAC","BANK OF AMERICA CORP","Financial Institutions",155789.0,155551.0,-238.0,1.33964,1.34037,0.00073,1252.75,-298154.5,"SELL",1
"2025-10-14","US65339F6631","NEE","NEE","NEXTERA ENERGY UNITS INC","Utility",3173648.0,3168874.0,-4774.0,1.17534,1.17899,0.00365,54.09,-258225.66,"SELL",1
"2025-10-14","US42824C2089","HPE","HPE","HEWLETT PACKARD ENTERPRISE CONV PR","Industrial",2380200.0,2376616.0,-3584.0,1.12217,1.13353,0.01136,69.34,-248514.56,"SELL",1
"2025-10-14","US0126532003","ALB","ALB","ALBEMARLE CORP","Industrial",3649650.0,3644148.0,-5502.0,1.1041,1.1029,-0.0012,44.0,-242088.0,"SELL",1
"2025-10-14","US03769M3043","APO","APO","APOLLO GLOBAL MANAGEMENT INC","Financial Institutions",2280987.0,2277557.0,-3430.0,1.02503,1.06826,0.04323,68.19,-233891.7,"SELL",1
"2025-10-14","US48128B6487","JPM","JPM","JPMORGAN CHASE & CO","Financial Institutions",5853114.0,5844294.0,-8820.0,1.02989,1.03072,0.00083,25.64,-226144.8,"SELL",1
"2025-10-14","US5950173022","MCHP","MCHP","MICROCHIP TECHNOLOGY INCORPORATED","Industrial",2356460.0,2352904.0,-3556.0,0.95715,0.97138,0.01423,60.02,-213431.12,"SELL",1
"2025-10-14","US48128B6552","JPM","JPM","JPMORGAN CHASE & CO","Financial Institutions",5366631.0,5358553.0,-8078.0,0.92361,0.92257,-0.00104,25.03,-202192.34,"SELL",1
"2025-10-14","US65339F1194","NEE","NEE","NEXTERA ENERGY UNITS INC","Utility",2380200.0,2376616.0,-3584.0,0.83385,0.83862,0.00477,51.3,-183859.2,"SELL",1
"2025-10-14","US48128B5232","JPM","JPM","JPMORGAN CHASE AND CO DS REPSTG  T","Financial Institutions",6363855.0,6354265.0,-9590.0,0.82953,0.82519,-0.00434,18.88,-181059.2,"SELL",1
"2025-10-14","US48128B5497","JPM","JPM","JPMORGAN CHASE NON-CUMULATIVE PREF","Financial Institutions",5850838.0,5842018.0,-8820.0,0.819,0.81453,-0.00447,20.27,-178781.4,"SELL",1
"2025-10-14","US03990B3096","ARES","ARES","ARES MANAGEMENT CORP","Financial Institutions",2380200.0,2376616.0,-3584.0,0.75854,0.78238,0.02384,47.86,-171530.24,"SELL",1
"2025-10-14","US94988U1512","WFC-Z","WFC","WELLS FARGO & COMPANY","Financial Institutions",5611264.0,5602808.0,-8456.0,0.76732,0.75921,-0.00811,19.7,-166583.2,"SELL",1
"2025-10-14","US00206R7061","T-C","T","AT&T INC","Industrial",5553858.0,5545486.0,-8372.0,0.74992,0.74763,-0.00229,19.6,-164091.2,"SELL",1
"2025-10-14","US69331C3060","PCG","PCG","PG&E CORPORATION","Utility",2554800.0,2550950.0,-3850.0,0.72649,0.74064,0.01415,42.21,-162508.5,"SELL",1
"2025-10-14","US5949728795","MSTR","MSTR","MICROSTRATEGY  PERP STRIFE PRF SER","Industrial",834255.0,832855.0,-1400.0,0.64335,0.63738,-0.00597,111.26,-155764.0,"SELL",1
"2025-10-14","US00206R3003","T","T","AT&T INC","Industrial",4197113.0,4190785.0,-6328.0,0.67037,0.67084,0.00047,23.27,-147252.56,"SELL",1
"2025-10-14","US48128B5802","JPM","JPM","JPMORGAN CHASE DRC","Financial Institutions",4766272.0,4759090.0,-7182.0,0.65767,0.65601,-0.00166,20.04,-143927.28,"SELL",1
"2025-10-14","US14040H8245","COF-I","COF","CAPITAL ONE FINANCIAL CORPORATION","Financial Institutions",4760400.0,4753232.0,-7168.0,0.65752,0.65553,-0.00199,20.05,-143718.4,"SELL",1
"2025-10-14","US38144G8042","GS-D","GS","GOLDMAN SACHS GROUP INC","Financial Institutions",4284373.0,4277919.0,-6454.0,0.6121,0.60175,-0.01035,20.45,-131984.3,"SELL",1
"2025-10-14","US5949728878","MSTR","MSTR","MICROSTRATEGY INCORPORATED","Industrial",1013948.0,1012548.0,-1400.0,0.64382,0.62815,-0.01567,90.19,-126266.0,"SELL",1
"2025-10-14","US61762V8384","MS-Q","MS","MORGAN STANLEY","Financial Institutions",3173648.0,3168874.0,-4774.0,0.56868,0.56803,-0.00065,26.06,-124410.44,"SELL",1
"2025-10-14","US61762V8533","MS-P","MS","MORGAN STANLEY","Financial Institutions",3173648.0,3168874.0,-4774.0,0.55929,0.55909,-0.0002,25.65,-122453.1,"SELL",1
