"date","isin","cusip","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days","yahoo_ticker","adv_30d","overhang_days","par_value","price_vs_par_pct","signal_score"
"2026-07-23","-","-","USD","USD","USD CASH","Cash and/or Derivatives","-1261380.0","-2720330.0","-1458950.0","-0.0001","-0.0002","-0.0001","100.0","-145895000.0","UNCHANGED","1","","","","","",""
"2026-07-23","US5949728530","594972853","STRC","MSTR","STRATEGY INC","Industrial","5378922.0","5367816.0","-11106.0","0.0355","0.0348","-0.0007","84.94","-943343.64","SELL","1","STRC",3455667,0.0,25.0,239.76,0.0
"2026-07-23","US0970232049","097023204","BA","BA","BOEING CO","Industrial","7129461.0","7115061.0","-14400.0","0.0351","0.0353","0.0002","64.99","-935856.0","SELL","1","BA",5474523,0.0,25.0,159.96,0.0
"2026-07-23","US9497468044","949746804","WFC-L","WFC","WELLS FARGO & COMPANY SERIES L","Financial Institutions","246107.0","245603.0","-504.0","0.022","0.022","0.0","1174.2","-591796.8","SELL","1","WFC-PL",10064,0.1,1000.0,17.42,0.0
"2026-07-23","US68389X2045","68389X204","ORCL-D","ORCL","ORACLE CORPORATION","Industrial","6204550.0","6191950.0","-12600.0","0.0192","0.0187","-0.0005","39.5","-497700.0","SELL","1","ORCL-PD",2494854,0.0,25.0,58.0,0.0
"2026-07-23","US42824C2089","42824C208","HPE-A","HPE","HEWLETT PACKARD ENTERPRISE CONV PR","Industrial","1861877.0","1858025.0","-3852.0","0.0176","0.0175","-0.0001","123.25","-474759.0","SELL","1","","","",1000.0,-87.67,""
"2026-07-23","US0605056821","060505682","BAC-L","BAC","BANK OF AMERICA CORP","Financial Institutions","148113.0","147807.0","-306.0","0.0144","0.0144","0.0","1277.0","-390762.0","SELL","1","BAC-PL",10383,0.0,1000.0,27.7,0.0
"2026-07-23","US1730802014","173080201","C","C","CITIGROUP CAPITAL XIII","Financial Institutions","5575545.0","5564025.0","-11520.0","0.012","0.012","0.0","28.36","-326707.2","SELL","1","C",14245483,0.0,25.0,13.44,0.0
"2026-07-23","US0126532003","012653200","ALB","ALB","ALBEMARLE CORP","Industrial","2854823.0","2848919.0","-5904.0","0.0109","0.0108","-0.0001","49.48","-292129.92","SELL","1","ALB",2402217,0.0,25.0,97.92,0.0
"2026-07-23","US65339F6557","65339F655","NEE-V","NEE","NEXTERA ENERGY INC","Utility","2854823.0","2848919.0","-5904.0","0.0105","0.0106","0.0001","48.77","-287938.08","SELL","1","NEE-PV",193281,0.0,25.0,95.08,0.0
"2026-07-23","US48251W5004","48251W500","KKR-D","KKR","KKR & CO INC","Financial Institutions","3211698.0","3205056.0","-6642.0","0.0102","0.0103","0.0001","41.92","-278432.64","SELL","1","KKR-PD",187887,0.0,25.0,67.68,0.0
"2026-07-23","US65339K8374","65339K837","NEE-U","NEE","NEXTERA ENERGY UNITS INC","Utility","2482423.0","2477293.0","-5130.0","0.0102","0.0102","0.0","53.89","-276455.7","SELL","1","","","",25.0,115.56,""
"2026-07-23","US8425878423","842587842","SO-A","SO","SOUTHERN COMPANY (THE)","Utility","2482423.0","2477293.0","-5130.0","0.0094","0.0095","0.0001","50.4","-258552.0","SELL","1","","","",25.0,101.6,""
"2026-07-23","US5950173022","595017302","MCHP","MCHP","MICROCHIP TECHNOLOGY INCORPORATED","Industrial","1841773.0","1838173.0","-3600.0","0.01","0.0097","-0.0003","69.06","-248616.0","SELL","1","MCHP",12661503,0.0,25.0,176.24,0.0
"2026-07-23","US48128B6552","48128B655","JPM-DD","JPM","JPMORGAN CHASE & CO","Financial Institutions","4592503.0","4583017.0","-9486.0","0.0087","0.0088","0.0001","25.11","-238193.46","SELL","1","","","",25.0,0.44,""
"2026-07-23","US10950A2050","10950A205","BTSG","BTSG","BRIGHTSPRING HEALTH SERVICES UNITS","Industrial","496473.0","495447.0","-1026.0","0.0086","0.0087","0.0001","230.47","-236462.22","SELL","1","BTSG",4945120,0.0,1000.0,-76.95,0.0
"2026-07-23","US03769M3043","03769M304","APO","APO","APOLLO GLOBAL MANAGEMENT INC","Financial Institutions","1784257.0","1780567.0","-3690.0","0.0081","0.0082","0.0001","60.36","-222728.4","SELL","1","APO",4661347,0.0,25.0,141.44,0.0
