"date","isin","cusip","ticker_raw","name","sector","asset_class","mkt_val","weight","shares","price","currency","exchange","country"
"2025-11-07","US0970232049","097023204","BA","BOEING CO","Industrial","Equity",573524941.12,4.00569,9006359,63.68,"USD","-","United States"
"2025-11-07","US9497468044","949746804","WFC","WELLS FARGO & COMPANY SERIES L","Financial Institutions","Equity",344333028,2.40494,277576,1240.5,"USD","NYSE","United States"
"2025-11-07","US5949728530","594972853","MSTR","MICROSTRATEGY  PERP STRETCH PRF SE","Industrial","Equity",217574736.48,1.51962,2193736,99.18,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-11-07","US1730802014","173080201","C","CITIGROUP CAPITAL XIII","Financial Institutions","Equity",210935952.22,1.47325,7035889,29.98,"USD","NYSE","United States"
"2025-11-07","US48251W5004","48251W500","KKR","KKR & CO INC","Financial Institutions","Equity",204060544.35,1.42523,4052841,50.35,"USD","-","United States"
"2025-11-07","US0605056821","060505682","BAC","BANK OF AMERICA CORP","Financial Institutions","Equity",195068201,1.36242,154939,1259,"USD","NYSE","United States"
"2025-11-07","US65339F6631","65339F663","NEE","NEXTERA ENERGY UNITS INC","Utility","Equity",168659345.52,1.17797,3132603,53.84,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-11-07","US0126532003","012653200","ALB","ALBEMARLE CORP","Industrial","Equity",159302373.12,1.11262,3602496,44.22,"USD","NYSE","United States"
"2025-11-07","US03769M3043","03769M304","APO","APOLLO GLOBAL MANAGEMENT INC","Financial Institutions","Equity",156122338.32,1.09041,2251548,69.34,"USD","-","United States"
"2025-11-07","US42824C2089","42824C208","HPE","HEWLETT PACKARD ENTERPRISE CONV PR","Industrial","Equity",154174321.24,1.07681,2349502,65.62,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-11-07","US48128B6487","48128B648","JPM","JPMORGAN CHASE & CO","Financial Institutions","Equity",146623392.3,1.02407,5795391,25.3,"USD","-","United States"
"2025-11-07","US48128B6552","48128B655","JPM","JPMORGAN CHASE & CO","Financial Institutions","Equity",133427534.31,0.9319,5313721,25.11,"USD","NYSE","United States"
"2025-11-07","US5950173022","595017302","MCHP","MICROCHIP TECHNOLOGY INCORPORATED","Industrial","Equity",123577510.98,0.86311,2325946,53.13,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-11-07","US48128B5232","48128B523","JPM","JPMORGAN CHASE AND CO DS REPSTG  T","Financial Institutions","Equity",117302443.66,0.81928,6265286,18.72,"USD","NYSE","United States"
"2025-11-07","US65339F1194","65339F119","NEE","NEXTERA ENERGY UNITS INC","Utility","Equity",116817239.44,0.81589,2349502,49.72,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-11-07","US48128B5497","48128B549","JPM","JPMORGAN CHASE NON-CUMULATIVE PREF","Financial Institutions","Equity",115618050.45,0.80752,5795391,19.95,"USD","NYSE","United States"
"2025-11-07","US03990B3096","03990B309","ARES","ARES MANAGEMENT CORP","Financial Institutions","Equity",114538222.5,0.79997,2349502,48.75,"USD","-","United States"
"2025-11-07","US94988U1512","94988U151","WFC","WELLS FARGO & COMPANY","Financial Institutions","Equity",110337635.28,0.77064,5581064,19.77,"USD","-","United States"
"2025-11-07","US69331C3060","69331C306","PCG","PG&E CORPORATION","Utility","Equity",106618828.96,0.74466,2521732,42.28,"USD","-","United States"
"2025-11-07","US00206R7061","00206R706","T","AT&T INC","Industrial","Equity",106462498.52,0.74357,5482106,19.42,"USD","-","United States"
"2025-11-07","US00206R3003","00206R300","T","AT&T INC","Industrial","Equity",94210410.12,0.658,4142938,22.74,"USD","-","United States"
"2025-11-07","US14040H8245","14040H824","COF","CAPITAL ONE FINANCIAL CORPORATION","Financial Institutions","Equity",93557169.64,0.65343,4699004,19.91,"USD","-","United States"
"2025-11-07","US48128B5802","48128B580","JPM","JPMORGAN CHASE DRC","Financial Institutions","Equity",92664378.6,0.6472,4699005,19.72,"USD","NYSE","United States"
"2025-11-07","US5949728795","594972879","MSTR","MICROSTRATEGY  PERP STRIFE PRF SER","Industrial","Equity",90357707.55,0.63109,822855,109.81,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-11-07","US5949728878","594972887","MSTR","MICROSTRATEGY INCORPORATED","Industrial","Equity",88209948.8,0.61609,1001248,88.1,"USD","-","United States"
"2025-11-07","US38144G8042","38144G804","GS","GOLDMAN SACHS GROUP INC","Financial Institutions","Equity",86356935.54,0.60315,4229037,20.42,"USD","NYSE","United States"
"2025-11-07","US61762V8384","61762V838","MS","MORGAN STANLEY","Financial Institutions","Equity",82262154.78,0.57455,3132603,26.26,"USD","-","United States"
"2025-11-07","US61762V8533","61762V853","MS","MORGAN STANLEY","Financial Institutions","Equity",79756072.38,0.55704,3132603,25.46,"USD","-","United States"
"2025-11-07","US61761J4067","61761J406","MS","MORGAN STANLEY DS REPRESENTING   F","Financial Institutions","Equity",79160903.08,0.55289,3132604,25.27,"USD","NYSE","United States"
"2025-11-07","US26441C5013","26441C501","DUK","DUKE ENERGY CORP","Utility","Equity",78784965.45,0.55026,3132603,25.15,"USD","NYSE","United States"
"2025-11-07","US0200028381","020002838","ALL","ALLSTATE CORPORATION (THE)","Financial Institutions","Equity",76877264.64,0.53694,3602496,21.34,"USD","-","United States"
"2025-11-07","US00206R5081","00206R508","T","AT&T INC","Industrial","Equity",76574435.49,0.53482,3759177,20.37,"USD","-","United States"
"2025-11-07","US61762V6065","61762V606","MS","MORGAN STANLEY","Financial Institutions","Equity",76184321.28,0.5321,3132579,24.32,"USD","NYSE","United States"
"2025-11-07","US14040H7825","14040H782","COF","CAPITAL ONE FINANCIAL CORPORATION","Financial Institutions","Equity",74673962.74,0.52155,3915782,19.07,"USD","-","United States"
"2025-11-07","US61762V8616","61762V861","MS","MORGAN STANLEY","Financial Institutions","Equity",73628756.96,0.51425,4072387,18.08,"USD","-","United States"
"2025-11-07","US61747S5047","61747S504","MS","MORGAN STANLEY","Financial Institutions","Equity",71329943.7,0.49819,3445891,20.7,"USD","NYSE","United States"
"2025-11-07","US65339K8374","65339K837","NEE","NEXTERA ENERGY CAPITAL HOLDINGS IN","Utility","Equity",70907083,0.49524,2740900,25.87,"USD","-","United States"
"2025-11-07","US5949728613","594972861","MSTR","MICROSTRATEGY  PERP STRIDE SER A P","Industrial","Equity",70695633.42,0.49376,936242,75.51,"USD","-","United States"
"2025-11-07","US98389B8789","98389B878","XEL","XCEL ENERGY INC","Utility","Equity",70595272,0.49306,2819300,25.04,"USD","-","United States"
"2025-11-07","US10950A2050","10950A205","BTSG","BRIGHTSPRING HEALTH SERVICES UNITS","Industrial","Equity",70496462.4,0.49237,626496,112.53,"USD","NASDAQ","United States"
"2025-11-07","US61762V2007","61762V200","MS","MORGAN STANLEY","Financial Institutions","Equity",68790246.7,0.48045,2701895,25.46,"USD","NYSE","United States"
"2025-11-07","US1167942077","116794207","BRKR","BRUKER CORPORATION","Industrial","Equity",68718279.84,0.47995,216136,317.94,"USD","-","United States"
"2025-11-07","US0605052291","060505229","BAC","BANK OF AMERICA CORP","Financial Institutions","Equity",67989902.4,0.47486,2698012,25.2,"USD","NYSE","United States"
"2025-11-07","US04686J8615","04686J861","ATH","ATHENE HOLDING DS REPRESENTING   P","Financial Institutions","Equity",67390640.15,0.47068,2701894,24.94,"USD","NYSE","United States"
"2025-11-07","US61763E2072","61763E207","MS","MORGAN STANLEY DS","Financial Institutions","Equity",67339202.49,0.47032,2662681,25.29,"USD","NYSE","United States"
"2025-11-07","US82452J3077","82452J307","FOUR","SHIFT4 PAYMENTS INC","Industrial","Equity",65207400.28,0.45543,783178,83.26,"USD","-","United States"
"2025-11-07","US8425878001","842587800","SO","SOUTHERN COMPANY (THE)","Utility","Equity",64750904.01,0.45224,3132603,20.67,"USD","-","United States"
"2025-11-07","US59156R8503","59156R850","MET","METLIFE INC","Financial Institutions","Equity",64656925.92,0.45159,3132603,20.64,"USD","-","United States"
"2025-11-07","US06053U6010","06053U601","BAC","BANK AMER DS REPRESENTING   NON CU","Financial Institutions","Equity",63110588.32,0.44079,2759536,22.87,"USD","NYSE","United States"
"2025-11-07","US55261F8648","55261F864","MTB","M T BK DEP INT PERP PFD STK SER J","Financial Institutions","Equity",62684766.72,0.43781,2349504,26.68,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-11-07","US94988U1280","94988U128","WFC","WELLS FARGO & COMPANY","Financial Institutions","Equity",62325489.38,0.4353,3167187,19.68,"USD","-","United States"
"2025-11-07","US59156R8768","59156R876","MET","METLIFE INC","Financial Institutions","Equity",61152001,0.42711,2521732,24.25,"USD","-","United States"
"2025-11-07","US74913G8814","74913G881","CTL","QWEST CORP","Industrial","Equity",60937262.6,0.42561,3062174,19.9,"USD","-","United States"
"2025-11-07","US95002Y4008","95002Y400","WFC","WELLS FARGO & COMPANY","Financial Institutions","Equity",59948356.86,0.4187,3381182,17.73,"USD","-","United States"
"2025-11-07","US9029731554","902973155","USB","US BANCORP","Financial Institutions","Equity",59049641.95,0.41242,3132607,18.85,"USD","NYSE","United States"
"2025-11-07","US8085136005","808513600","SCHW","CHARLES SCHWAB CORPORATION (THE)","Financial Institutions","Equity",58902491.47,0.41139,2349521,25.07,"USD","-","United States"
"2025-11-07","US48128B6222","48128B622","JPM","JPMORGAN CHASE & CO","Financial Institutions","Equity",58440859.07,0.40817,2819389,20.73,"USD","-","United States"
"2025-11-07","US00775V1044","00775V104","AEGON","AEGON FUNDING CORPORATION II","Financial Institutions","Equity",58185414.4,0.40639,2897680,20.08,"USD","-","Netherlands"
"2025-11-07","US0357108705","035710870","NLY","ANNALY CAPITAL MANAGEMENT INC","Financial Institutions","Equity",57616028.46,0.40241,2255516,25.54,"USD","-","United States"
"2025-11-07","US89832Q6952","89832Q695","TFC","TRUIST FINANCIAL DRC CORP","Financial Institutions","Equity",57026381.76,0.39829,2897682,19.68,"USD","NYSE","United States"
"2025-11-07","US7593518852","759351885","RGA","REINSURANCE GROUP OF AMERICA INCOR","Financial Institutions","Equity",56237699.12,0.39278,2193358,25.64,"USD","-","United States"
"2025-11-07","US06055H2022","06055H202","BAC","BANK OF AMERICA CORPORATION DEPOSI","Financial Institutions","Equity",54739835.5,0.38232,2594305,21.1,"USD","NYSE","United States"
"2025-11-07","US3453708378","345370837","F","FORD MOTOR COMPANY","Industrial","Equity",54532888.32,0.38088,2506107,21.76,"USD","-","United States"
"2025-11-07","US0605051798","060505179","BAC","BANK OF AMERICA CORP","Financial Institutions","Equity",54063559.12,0.3776,2092243,25.84,"USD","-","United States"
"2025-11-07","US8168516040","816851604","SRE","SEMPRA ENERGY","Utility","Equity",53533503.84,0.3739,2372939,22.56,"USD","-","United States"
"2025-11-07","US65339K8606","65339K860","NEE","NEXTERA ENERGY CAPITAL HOLDINGS IN","Utility","Equity",52012241.4,0.36327,2153716,24.15,"USD","-","United States"
"2025-11-07","US95002Y2028","95002Y202","WFC","WELLS FARGO & COMPANY","Financial Institutions","Equity",51684557.9,0.36098,2822442,18.31,"USD","NYSE","United States"
"2025-11-07","US3453708451","345370845","F","FORD MOTOR COMPANY","Industrial","Equity",51618558.94,0.36052,2349502,21.97,"USD","-","United States"
"2025-11-07","US29452E2000","29452E200","EQH","EQUITABLE HLDNGS  DRC REPRESENTING","Financial Institutions","Equity",50825736.99,0.35498,2495127,20.37,"USD","NYSE","United States"
"2025-11-07","US0200027888","020002788","ALL","ALLSTATE DEP REPSTG  TH NON CUM PE","Financial Institutions","Equity",50072837.04,0.34973,1879611,26.64,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-11-07","US03769M2052","03769M205","APO","APOLLO GLOBAL MANAGEMENT INC","Financial Institutions","Equity",49377380.97,0.34487,1879611,26.27,"USD","-","United States"
"2025-11-07","US38143Y6656","38143Y665","GS","GOLDMAN SACHS GROUP INC","Financial Institutions","Equity",49149991.92,0.34328,2349426,20.92,"USD","NYSE","United States"
"2025-11-07","US48251W6093","48251W609","KKR","KKR & CO INC","Financial Institutions","Equity",47850959.49,0.33421,1848241,25.89,"USD","-","United States"
"2025-11-07","US1258968452","125896845","CMS","CMS ENERGY CORPORATION","Utility","Equity",47563687.7,0.3322,1973597,24.1,"USD","-","United States"
"2025-11-07","US4932678430","493267843","KEY","KEYCORP","Financial Institutions","Equity",47554183.6,0.33213,1879612,25.3,"USD","-","United States"
"2025-11-07","US2333317921","233331792","DTE","DTE ENERGY COMPANY","Utility","Equity",47234624.43,0.3299,1879611,25.13,"USD","-","United States"
"2025-11-07","US87165B2025","87165B202","SYF","SYNCHRONY FINANCIAL","Financial Institutions","Equity",46993440,0.32822,2349672,20,"USD","-","United States"
"2025-11-07","US21871X2080","21871X208","CRBG","COREBRIDGE FINANCIAL INC","Financial Institutions","Equity",46764721.68,0.32662,1879611,24.88,"USD","-","United States"
"2025-11-07","US06055H8060","06055H806","BAC","BANK OF AMERICA CORP","Financial Institutions","Equity",45866052.54,0.32034,2579643,17.78,"USD","NYSE","United States"
"2025-11-07","US8425878670","842587867","SO","SOUTHERN COMPANY (THE)","Utility","Equity",45842974.1,0.32018,1769999,25.9,"USD","-","United States"
"2025-11-07","US04686J8383","04686J838","ATH","ATHENE HOLDING LTD","Financial Institutions","Equity",45733661.33,0.31942,1801247,25.39,"USD","-","United States"
"2025-11-07","US46817M2061","46817M206","JXN","JACKSON FINANCIAL INC","Financial Institutions","Equity",45346594.15,0.31672,1714427,26.45,"USD","-","United States"
"2025-11-07","US94988U6560","94988U656","WFC","WELLS FARGO & COMPANY","Financial Institutions","Equity",45202714.56,0.31571,1844256,24.51,"USD","-","United States"
"2025-11-07","US16115Q4073","16115Q407","GTLS","CHART INDS DEPOSITARY  TH CONV SER","Industrial","Equity",45103323.02,0.31502,630463,71.54,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-11-07","US00123Q8722","00123Q872","AGNC","AGNC INVESTMENT CORP","Financial Institutions","Equity",44995175.04,0.31426,1801248,24.98,"USD","-","United States"
"2025-11-07","US82846H5046","82846H504","QXO","QXO INC","Industrial","Equity",44798132.04,0.31289,900646,49.74,"USD","-","United States"
"2025-11-07","US12542R3084","12542R308","CHSINC","CHS CUMULATIVE REDEEMABLE PREF CLA","Industrial","Equity",44618443.2,0.31163,1680544,26.55,"USD","NASDAQ","United States"
"2025-11-07","US59156R5046","59156R504","MET","METLIFE INC","Financial Institutions","Equity",44189654.61,0.30864,1879611,23.51,"USD","NYSE","United States"
"2025-11-07","US3453708113","345370811","F","FORD MOTOR COMPANY","Industrial","Equity",43964101.29,0.30706,1879611,23.39,"USD","-","United States"
"2025-11-07","US8425878837","842587883","SO","SOUTHERN COMPANY (THE)","Utility","Equity",43324816.88,0.3026,2349502,18.44,"USD","-","United States"
"2025-11-07","US5341878859","534187885","LNC","LINCOLN NATIONAL CORPORATION","Financial Institutions","Equity",43171571.3,0.30152,1577620,27.36,"USD","-","United States"
"2025-11-07","US7443208050","744320805","PRU","PRUDENTIAL FINANCIAL INC","Financial Institutions","Equity",42887075.77,0.29954,1769999,24.23,"USD","-","United States"
"2025-11-07","US74913G8731","74913G873","CTL","QWEST CORP","Industrial","Equity",42322543.8,0.29559,2067540,20.47,"USD","-","United States"
"2025-11-07","US9029737593","902973759","USB","US BANCORP","Financial Institutions","Equity",42293350,0.29539,1801250,23.48,"USD","NYSE","United States"
"2025-11-07","US0605051954","060505195","BAC","BANK OF AMERICA DEP REPRESENTING","Financial Institutions","Equity",41962814.62,0.29308,1690345,24.82,"USD","NYSE","United States"
"2025-11-07","US0669224778","066922477","XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market",41658685.98,0.29096,41658686,1,"USD","-","United States"
"2025-11-07","US12542R8034","12542R803","CHSINC","CHS INC","Industrial","Equity",41452294.1,0.28952,1621130,25.57,"USD","NASDAQ","United States"
"2025-11-07","US0200023093","020002309","ALL","ALLSTATE CORPORATION (THE)","Financial Institutions","Equity",41209984.44,0.28782,1566324,26.31,"USD","NYSE","United States"
"2025-11-07","US87165B4005","87165B400","SYF","SYNCHRONY FINANCIAL","Financial Institutions","Equity",40959372.6,0.28607,1566324,26.15,"USD","-","United States"
"2025-11-07","US8794337613","879433761","TDS","TELEPHONE AND DATA SYSTEMS INC","Industrial","Equity",40766418.08,0.28473,2161528,18.86,"USD","-","United States"
"2025-11-07","US7838922018","783892201","EIX","SCE TRUST VII","Utility","Equity",40645687.95,0.28388,1723005,23.59,"USD","-","United States"
"2025-11-07","US04686J5074","04686J507","ATH","ATHENE HLDG LTD DEP SHR REPSTG   I","Financial Institutions","Equity",40583454.84,0.28345,1566324,25.91,"USD","NYSE","United States"
"2025-11-07","US0640588457","64058845","BK","BANK OF NEW YORK MELLON CORP/THE","Financial Institutions","Equity",40348686.56,0.28181,1566331,25.76,"USD","-","United States"
"2025-11-07","US7591EP8604","7591EP860","RF","REGIONS FINANCIAL CORPORATION","Financial Institutions","Equity",40239223.22,0.28104,1566338,25.69,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-11-07","US89832Q7455","89832Q745","TFC","TRUIST FINANCIAL PERPETUAL PREF SE","Financial Institutions","Equity",40149840.21,0.28042,1801249,22.29,"USD","NYSE","United States"
"2025-11-07","US05990K8412","05990K841","BANC","BANC OF CALIFORNIA INC","Financial Institutions","Equity",40067073.76,0.27984,1607828,24.92,"USD","-","United States"
"2025-11-07","US4932677028","493267702","KEY","KEYCORP","Financial Institutions","Equity",39072002.07,0.27289,1566326,24.95,"USD","-","United States"
"2025-11-07","US06055H4002","06055H400","BAC","BANK OF AMERICA CORP","Financial Institutions","Equity",38987679.27,0.2723,2132222,18.29,"USD","-","United States"
"2025-11-07","US9029737189","902973718","USB","US BANCORP","Financial Institutions","Equity",38907786.24,0.27175,2349504,16.56,"USD","-","United States"
"2025-11-07","US26441C4024","26441C402","DUK","DUKE ENERGY CORP","Utility","Equity",38672712.39,0.2701,1566331,24.69,"USD","-","United States"
"2025-11-07","US12542R7044","12542R704","CHSINC","CHS RESET RATE CUMULATIVE REDEEMAB","Industrial","Equity",38454699.51,0.26858,1542507,24.93,"USD","NASDAQ","United States"
"2025-11-07","US7591EP7044","7591EP704","RF","REGIONS FINANCIAL CORPORATION","Financial Institutions","Equity",37983381.25,0.26529,1566325,24.25,"USD","NYSE","United States"
"2025-11-07","US8085138654","808513865","SCHW","CHARLES SCHWAB CORPORATION (THE)","Financial Institutions","Equity",37235093.91,0.26006,1879611,19.81,"USD","NYSE","United States"
