"date","isin","cusip","ticker_raw","name","sector","asset_class","mkt_val","weight","shares","price","currency","exchange","country"
"2025-12-12","US0970232049","097023204","BA","BOEING CO","Industrial","Equity",598486663.45,4.22734,8912683,67.15,"USD","-","United States"
"2025-12-12","US9497468044","949746804","WFC","WELLS FARGO & COMPANY SERIES L","Financial Institutions","Equity",329331211.56,2.32619,268844,1224.99,"USD","NYSE","United States"
"2025-12-12","US48251W5004","48251W500","KKR","KKR & CO INC","Financial Institutions","Equity",218353929.6,1.54232,4013859,54.4,"USD","-","United States"
"2025-12-12","US5949728530","594972853","MSTR","MICROSTRATEGY  PERP STRETCH PRF SE","Industrial","Equity",215222015.58,1.5202,2172643,99.06,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-12-12","US1730802014","173080201","C","CITIGROUP CAPITAL XIII","Financial Institutions","Equity",209323526.4,1.47853,6968160,30.04,"USD","NYSE","United States"
"2025-12-12","US0126532003","012653200","ALB","ALBEMARLE CORP","Industrial","Equity",199225170.24,1.4072,3567786,55.84,"USD","NYSE","United States"
"2025-12-12","US0605056821","060505682","BAC","BANK OF AMERICA CORP","Financial Institutions","Equity",194851020,1.37631,153426,1270,"USD","NYSE","United States"
"2025-12-12","US03769M3043","03769M304","APO","APOLLO GLOBAL MANAGEMENT INC","Financial Institutions","Equity",171763958.96,1.21324,2229832,77.03,"USD","-","United States"
"2025-12-12","US65339F6631","65339F663","NEE","NEXTERA ENERGY UNITS INC","Utility","Equity",161791828.8,1.1428,3102432,52.15,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-12-12","US42824C2089","42824C208","HPE","HEWLETT PACKARD ENTERPRISE CONV PR","Industrial","Equity",152458225.92,1.07687,2326896,65.52,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-12-12","US48128B6487","48128B648","JPM","JPMORGAN CHASE & CO","Financial Institutions","Equity",144522825.84,1.02082,5739588,25.18,"USD","-","United States"
"2025-12-12","US5950173022","595017302","MCHP","MICROCHIP TECHNOLOGY INCORPORATED","Industrial","Equity",141436005.2,0.99902,2303518,61.4,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-12-12","US48128B6552","48128B655","JPM","JPMORGAN CHASE & CO","Financial Institutions","Equity",131037395.4,0.92557,5262546,24.9,"USD","NYSE","United States"
"2025-12-12","US03990B3096","03990B309","ARES","ARES MANAGEMENT CORP","Financial Institutions","Equity",125442963.36,0.88605,2326896,53.91,"USD","-","United States"
"2025-12-12","US65339F1194","65339F119","NEE","NEXTERA ENERGY UNITS INC","Utility","Equity",114250593.6,0.807,2326896,49.1,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-12-12","US48128B5497","48128B549","JPM","JPMORGAN CHASE NON-CUMULATIVE PREF","Financial Institutions","Equity",113242071.24,0.79987,5739588,19.73,"USD","NYSE","United States"
"2025-12-12","US48128B5232","48128B523","JPM","JPMORGAN CHASE AND CO DS REPSTG  T","Financial Institutions","Equity",112309486.4,0.79329,6204944,18.1,"USD","NYSE","United States"
"2025-12-12","US5949728795","594972879","MSTR","MICROSTRATEGY  PERP STRIFE PRF SER","Industrial","Equity",105794061.25,0.74726,963955,109.75,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2025-12-12","US00206R7061","00206R706","T","AT&T INC","Industrial","Equity",103700183.9,0.73247,5429329,19.1,"USD","-","United States"
"2025-12-12","US94988U1512","94988U151","WFC","WELLS FARGO & COMPANY","Financial Institutions","Equity",103600603.12,0.73177,5323772,19.46,"USD","-","United States"
"2025-12-12","US69331C3060","69331C306","PCG","PG&E CORPORATION","Utility","Equity",97449913.7,0.68833,2497435,39.02,"USD","-","United States"
"2025-12-12","US5949728878","594972887","MSTR","MICROSTRATEGY INCORPORATED","Industrial","Equity",94775534.4,0.66944,1079448,87.8,"USD","-","United States"
"2025-12-12","US00206R3003","00206R300","T","AT&T INC","Industrial","Equity",91498371.8,0.64629,4103066,22.3,"USD","-","United States"
"2025-12-12","US48128B5802","48128B580","JPM","JPMORGAN CHASE DRC","Financial Institutions","Equity",90469735.92,0.63902,4653793,19.44,"USD","NYSE","United States"
"2025-12-12","US14040H8245","14040H824","COF","CAPITAL ONE FINANCIAL CORPORATION","Financial Institutions","Equity",88561661.76,0.62555,4653792,19.03,"USD","-","United States"
"2025-12-12","US61762V8384","61762V838","MS","MORGAN STANLEY","Financial Institutions","Equity",81780107.52,0.57764,3102432,26.36,"USD","-","United States"
"2025-12-12","US38144G8042","38144G804","GS","GOLDMAN SACHS GROUP INC","Financial Institutions","Equity",80207170.6,0.56653,4188364,19.15,"USD","NYSE","United States"
"2025-12-12","US61762V8533","61762V853","MS","MORGAN STANLEY","Financial Institutions","Equity",80011721.28,0.56515,3102432,25.79,"USD","-","United States"
"2025-12-12","US5949728613","594972861","MSTR","MICROSTRATEGY  PERP STRIDE SER A P","Industrial","Equity",78895270.08,0.55727,971856,81.18,"USD","-","United States"
"2025-12-12","US61761J4067","61761J406","MS","MORGAN STANLEY DS REPRESENTING   F","Financial Institutions","Equity",78553603.56,0.55485,3102433,25.32,"USD","NYSE","United States"
"2025-12-12","US26441C5013","26441C501","DUK","DUKE ENERGY CORP","Utility","Equity",77591824.32,0.54806,3102432,25.01,"USD","NYSE","United States"
