"date","isin","cusip","ticker_raw","name","sector","asset_class","mkt_val","weight","shares","price","currency","exchange","country"
"2026-02-27","US0970232049","097023204","BA","BOEING CO","Industrial","Equity",608054677.23,4.27838,8337511,72.93,"USD","NYSE","United States"
"2026-02-27","US9497468044","949746804","WFC","WELLS FARGO & COMPANY SERIES L","Financial Institutions","Equity",331709611.53,2.33397,269247,1231.99,"USD","NYSE","United States"
"2026-02-27","US68389X2045","68389X204","ORCL","ORACLE CORPORATION","Industrial","Equity",329116240.86,2.31572,7174978,45.87,"USD","NO MARKET (E.G. UNLISTED)","United States"
"2026-02-27","US1729672428","172967242","C","CITIGROUP INC","Financial Institutions","Equity",255099890.4,1.79493,2312580,110.31,"USD","-","United States"
"2026-02-27","US0126532003","012653200","ALB","ALBEMARLE CORP","Industrial","Equity",237020297.82,1.66772,3335026,71.07,"USD","NYSE","United States"
"2026-02-27","US5949728530","594972853","MSTR","MICROSTRATEGY  PERP STRETCH PRF SE","Industrial","Equity",203078600,1.4289,2030786,100,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2026-02-27","US1730802014","173080201","C","CITIGROUP CAPITAL XIII","Financial Institutions","Equity",193643025.24,1.36251,6513388,29.73,"USD","NYSE","United States"
"2026-02-27","US0605056821","060505682","BAC","BANK OF AMERICA CORP","Financial Institutions","Equity",190957411.25,1.34361,153625,1243.01,"USD","NYSE","United States"
"2026-02-27","US65339F6631","65339F663","NEE","NEXTERA ENERGY UNITS INC","Utility","Equity",163530661.66,1.15063,2899994,56.39,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2026-02-27","US8425878423","842587842","SO","SOUTHERN COMPANY (THE)","Utility","Equity",154552091.2,1.08746,2899664,53.3,"USD","-","United States"
"2026-02-27","US48251W5004","48251W500","KKR","KKR & CO INC","Financial Institutions","Equity",148911204.33,1.04777,3751857,39.69,"USD","-","United States"
"2026-02-27","US5950173022","595017302","MCHP","MICROCHIP TECHNOLOGY INCORPORATED","Industrial","Equity",139639818.9,0.98253,2153274,64.85,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2026-02-27","US48128B6487","48128B648","JPM","JPMORGAN CHASE & CO","Financial Institutions","Equity",135413054.32,0.95279,5365018,25.24,"USD","-","United States"
"2026-02-27","US42824C2089","42824C208","HPE","HEWLETT PACKARD ENTERPRISE CONV PR","Industrial","Equity",128324351,0.90291,2174989,59,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2026-02-27","US48128B6552","48128B655","JPM","JPMORGAN CHASE & CO","Financial Institutions","Equity",123125173.12,0.86633,4919104,25.03,"USD","NYSE","United States"
"2026-02-27","US03769M3043","03769M304","APO","APOLLO GLOBAL MANAGEMENT INC","Financial Institutions","Equity",116848773.12,0.82217,2084352,56.06,"USD","-","United States"
"2026-02-27","US65339F1194","65339F119","NEE","NEXTERA ENERGY UNITS INC","Utility","Equity",114317421.84,0.80436,2174989,52.56,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2026-02-27","US94988U1512","94988U151","WFC","WELLS FARGO & COMPANY","Financial Institutions","Equity",108175479.07,0.76114,5444161,19.87,"USD","-","United States"
"2026-02-27","US48128B5232","48128B523","JPM","JPMORGAN CHASE AND CO DS REPSTG  T","Financial Institutions","Equity",107763628.4,0.75824,5799980,18.58,"USD","NYSE","United States"
"2026-02-27","US48128B5497","48128B549","JPM","JPMORGAN CHASE NON-CUMULATIVE PREF","Financial Institutions","Equity",106924808.74,0.75234,5365018,19.93,"USD","NYSE","United States"
"2026-02-27","US69331C3060","69331C306","PCG","PG&E CORPORATION","Utility","Equity",105822205.05,0.74458,2334485,45.33,"USD","-","United States"
"2026-02-27","US00206R7061","00206R706","T","AT&T INC","Industrial","Equity",98860668.84,0.6956,5074983,19.48,"USD","-","United States"
"2026-02-27","US0669224778","066922477","XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market",95003895.81,0.66846,95003896,1,"USD","-","United States"
"2026-02-27","US5949728795","594972879","MSTR","MICROSTRATEGY  PERP STRIFE PRF SER","Industrial","Equity",88857260.8,0.62522,901555,98.56,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2026-02-27","US00206R3003","00206R300","T","AT&T INC","Industrial","Equity",87021005.66,0.6123,3835214,22.69,"USD","-","United States"
"2026-02-27","US14040H8245","14040H824","COF","CAPITAL ONE FINANCIAL CORPORATION","Financial Institutions","Equity",85433587.56,0.60113,4349979,19.64,"USD","-","United States"
"2026-02-27","US48128B5802","48128B580","JPM","JPMORGAN CHASE DRC","Financial Institutions","Equity",84998589.66,0.59807,4349979,19.54,"USD","NYSE","United States"
"2026-02-27","US03990B3096","03990B309","ARES","ARES MANAGEMENT CORP","Financial Institutions","Equity",81779586.4,0.57542,2174989,37.6,"USD","-","United States"
"2026-02-27","US10950A2050","10950A205","BTSG","BRIGHTSPRING HEALTH SERVICES UNITS","Industrial","Equity",80042070,0.56319,580015,138,"USD","NASDAQ","United States"
"2026-02-27","US5949728878","594972887","MSTR","MICROSTRATEGY INCORPORATED","Industrial","Equity",79056654.32,0.55626,1009148,78.34,"USD","-","United States"
"2026-02-27","US38144G8042","38144G804","GS","GOLDMAN SACHS GROUP INC","Financial Institutions","Equity",77867201.88,0.54789,3914892,19.89,"USD","NYSE","United States"
"2026-02-27","US61762V8384","61762V838","MS","MORGAN STANLEY","Financial Institutions","Equity",76559841.6,0.53869,2899994,26.4,"USD","-","United States"
"2026-02-27","US61762V8533","61762V853","MS","MORGAN STANLEY","Financial Institutions","Equity",74848845.14,0.52665,2899994,25.81,"USD","-","United States"
"2026-02-27","US61761J4067","61761J406","MS","MORGAN STANLEY DS REPRESENTING   F","Financial Institutions","Equity",73456848.02,0.51686,2899994,25.33,"USD","NYSE","United States"
"2026-02-27","US00206R5081","00206R508","T","AT&T INC","Industrial","Equity",72662400,0.51127,3480000,20.88,"USD","-","United States"
"2026-02-27","US26441C5013","26441C501","DUK","DUKE ENERGY CORP","Utility","Equity",72528849.94,0.51033,2899994,25.01,"USD","NYSE","United States"
"2026-02-27","US61762V6065","61762V606","MS","MORGAN STANLEY","Financial Institutions","Equity",72006851.02,0.50665,2899994,24.83,"USD","NYSE","United States"
"2026-02-27","US0200028381","020002838","ALL","ALLSTATE CORPORATION (THE)","Financial Institutions","Equity",71002362.9,0.49959,3335010,21.29,"USD","-","United States"
"2026-02-27","US5949728613","594972861","MSTR","MICROSTRATEGY  PERP STRIDE SER A P","Industrial","Equity",70474129.68,0.49587,909109,77.52,"USD","-","United States"
"2026-02-27","US61762V8616","61762V861","MS","MORGAN STANLEY","Financial Institutions","Equity",68010294.88,0.47853,3769972,18.04,"USD","-","United States"
"2026-02-27","US0605052291","060505229","BAC","BANK OF AMERICA CORP","Financial Institutions","Equity",67593964.9,0.4756,2674870,25.27,"USD","NYSE","United States"
"2026-02-27","US14040H7825","14040H782","COF","CAPITAL ONE FINANCIAL CORPORATION","Financial Institutions","Equity",67315915.74,0.47365,3624982,18.57,"USD","-","United States"
"2026-02-27","US98389B8789","98389B878","XEL","XCEL ENERGY INC","Utility","Equity",65121995,0.45821,2610100,24.95,"USD","-","United States"
"2026-02-27","US65339K8374","65339K837","NEE","NEXTERA ENERGY CAPITAL HOLDINGS IN","Utility","Equity",64347830,0.45276,2537375,25.36,"USD","-","United States"
"2026-02-27","US61762V2007","61762V200","MS","MORGAN STANLEY","Financial Institutions","Equity",63782181,0.44878,2501262,25.5,"USD","NYSE","United States"
"2026-02-27","US61747S5047","61747S504","MS","MORGAN STANLEY","Financial Institutions","Equity",63162574.2,0.44442,3190029,19.8,"USD","NYSE","United States"
"2026-02-27","US61763E2072","61763E207","MS","MORGAN STANLEY DS","Financial Institutions","Equity",62560735.56,0.44019,2464962,25.38,"USD","NYSE","United States"
"2026-02-27","US1167942077","116794207","BRKR","BRUKER CORPORATION","Industrial","Equity",62470779.95,0.43956,200105,312.19,"USD","-","United States"
"2026-02-27","US06053U6010","06053U601","BAC","BANK AMER DS REPRESENTING   NON CU","Financial Institutions","Equity",62159594.62,0.43737,2734694,22.73,"USD","NYSE","United States"
"2026-02-27","US04686J8615","04686J861","ATH","ATHENE HOLDING DS REPRESENTING   P","Financial Institutions","Equity",60980767.56,0.42907,2501262,24.38,"USD","NYSE","United States"
"2026-02-27","US94988U1280","94988U128","WFC","WELLS FARGO & COMPANY","Financial Institutions","Equity",60827403,0.42799,3119354,19.5,"USD","-","United States"
"2026-02-27","US8425878001","842587800","SO","SOUTHERN COMPANY (THE)","Utility","Equity",60580874.66,0.42626,2899994,20.89,"USD","-","United States"
"2026-02-27","US95002Y4008","95002Y400","WFC","WELLS FARGO & COMPANY","Financial Institutions","Equity",59640819.39,0.41964,3330029,17.91,"USD","-","United States"
"2026-02-27","US55261F8648","55261F864","MTB","M T BK DEP INT PERP PFD STK SER J","Financial Institutions","Equity",58398454.65,0.4109,2174989,26.85,"USD","Non-Nms Quotation Service (Nnqs)","United States"
"2026-02-27","US59156R8503","59156R850","MET","METLIFE INC","Financial Institutions","Equity",56694882.7,0.39892,2899994,19.55,"USD","-","United States"
"2026-02-27","US59156R8768","59156R876","MET","METLIFE INC","Financial Institutions","Equity",56261088.5,0.39586,2334485,24.1,"USD","-","United States"
"2026-02-27","US82846H5046","82846H504","QXO","QXO INC","Industrial","Equity",54977936.58,0.38683,833757,65.94,"USD","-","United States"
"2026-02-27","US9029731554","902973155","USB","US BANCORP","Financial Institutions","Equity",54955037.9,0.38667,2900002,18.95,"USD","NYSE","United States"
"2026-02-27","US74913G8814","74913G881","CTL","QWEST CORP","Industrial","Equity",54909146.24,0.38635,2834752,19.37,"USD","-","United States"
"2026-02-27","US06055H2022","06055H202","BAC","BANK OF AMERICA CORPORATION DEPOSI","Financial Institutions","Equity",54817344.4,0.3857,2571170,21.32,"USD","NYSE","United States"
"2026-02-27","US8085136005","808513600","SCHW","CHARLES SCHWAB CORPORATION (THE)","Financial Institutions","Equity",54744498.3,0.38519,2174990,25.17,"USD","-","United States"
