"date","isin","cusip","ticker_raw","name","sector","asset_class","mkt_val","weight","shares","price","currency","exchange","country"
"2026-08-10","US0970232049","097023204","","Boeing Co/The","","Stock","",0.0842,2847239.0,"","USD","","United States"
"2026-08-10","US5949728530","594972853","","Strategy Inc","","Stock","",0.0783,2008050.0,"","USD","","United States"
"2026-08-10","US02079K4040","02079K404","","Alphabet Inc","","Stock","",0.0506,2415592.0,"","USD","","United States"
"2026-08-10","US02079K6029","02079K602","","Alphabet Inc","","Stock","",0.0503,2415592.0,"","USD","","United States"
"2026-08-10","US68389X2045","68389X204","","Oracle Corp","","Stock","",0.0482,2475855.0,"","USD","","United States"
"2026-08-10","US42824C2089","42824C208","","Hewlett Packard Enterprise Co","","Stock","",0.0432,742770.0,"","USD","","United States"
"2026-08-10","US86800U5002","86800U500","","Super Micro Computer Inc","","Stock","",0.0423,1856893.0,"","USD","","United States"
"2026-08-10","US0126532003","012653200","","Albemarle Corp","","Stock","",0.0259,1138888.0,"","USD","","United States"
"2026-08-10","US65339F6557","65339F655","","Nextera Energy Inc","","Stock","",0.0221,1138888.0,"","USD","","United States"
"2026-08-10","US65339F6631","65339F663","","Nextera Energy Inc","","Stock","",0.0216,990352.0,"","USD","","United States"
"2026-08-10","US5950173022","595017302","","Microchip Technology Inc","","Stock","",0.0212,735315.0,"","USD","","United States"
"2026-08-10","US8425878423","842587842","","Southern Co/The","","Stock","",0.0199,990352.0,"","USD","","United States"
"2026-08-10","US10950A2050","10950A205","","Brightspring Health Services Inc","","Stock","",0.0166,198079.0,"","USD","","United States"
"2026-08-10","US65339F1194","65339F119","","Nextera Energy Inc","","Stock","",0.0148,742770.0,"","USD","","United States"
"2026-08-10","US69331C3060","69331C306","","Pg&E Corp","","Stock","",0.0139,797218.0,"","USD","","United States"
"2026-08-10","US00206R7061","00206R706","","At&T Inc","","Stock","",0.0122,1733084.0,"","USD","","United States"
"2026-08-10","US1167942077","116794207","","Bruker Corp","","Stock","",0.0119,68316.0,"","USD","","United States"
