"date","isin","cusip","ticker_raw","name","sector","asset_class","mkt_val","weight","shares","price","currency","exchange","country"
"2026-08-04","US0970232049","097023204","","Boeing Co/The","","Stock","",0.0855,2887785.0,"","USD","","United States"
"2026-08-04","US5949728530","594972853","","Strategy Inc","","Stock","",0.0768,2036664.0,"","USD","","United States"
"2026-08-04","US02079K4040","02079K404","","Alphabet Inc","","Stock","",0.0525,2450020.0,"","USD","","United States"
"2026-08-04","US02079K6029","02079K602","","Alphabet Inc","","Stock","",0.0521,2450020.0,"","USD","","United States"
"2026-08-04","US68389X2045","68389X204","","Oracle Corp","","Stock","",0.0468,2511119.0,"","USD","","United States"
"2026-08-04","US86800U5002","86800U500","","Super Micro Computer Inc","","Stock","",0.0423,1883341.0,"","USD","","United States"
"2026-08-04","US42824C2089","42824C208","","Hewlett Packard Enterprise Co","","Stock","",0.0416,753334.0,"","USD","","United States"
"2026-08-04","US0126532003","012653200","","Albemarle Corp","","Stock","",0.024,1155114.0,"","USD","","United States"
"2026-08-04","US65339F6557","65339F655","","Nextera Energy Inc","","Stock","",0.0225,1155114.0,"","USD","","United States"
"2026-08-04","US65339F6631","65339F663","","Nextera Energy Inc","","Stock","",0.0218,1004450.0,"","USD","","United States"
"2026-08-04","US5950173022","595017302","","Microchip Technology Inc","","Stock","",0.0209,745803.0,"","USD","","United States"
"2026-08-04","US8425878423","842587842","","Southern Co/The","","Stock","",0.0202,1004450.0,"","USD","","United States"
"2026-08-04","US10950A2050","10950A205","","Brightspring Health Services Inc","","Stock","",0.017,200891.0,"","USD","","United States"
"2026-08-04","US65339F1194","65339F119","","Nextera Energy Inc","","Stock","",0.0151,753334.0,"","USD","","United States"
"2026-08-04","US69331C3060","69331C306","","Pg&E Corp","","Stock","",0.0141,808580.0,"","USD","","United States"
"2026-08-04","US00206R7061","00206R706","","At&T Inc","","Stock","",0.0124,1757784.0,"","USD","","United States"
"2026-08-04","US69351T8669","69351T866","","Ppl Corp","","Stock","",0.011,577557.0,"","USD","","United States"
"2026-08-04","US00206R3003","00206R300","","At&T Inc","","Stock","",0.0108,1328380.0,"","USD","","United States"
"2026-08-04","US1167942077","116794207","","Bruker Corp","","Stock","",0.0107,69304.0,"","USD","","United States"
"2026-08-04","US26441C5013","26441C501","","Duke Energy Corp","","Stock","",0.0101,1004450.0,"","USD","","United States"
"2026-08-04","US5949728795","594972879","","Strategy Inc","","Stock","",0.0094,240843.0,"","USD","","United States"
"2026-08-04","US00206R5081","00206R508","","At&T Inc","","Stock","",0.0089,1205339.0,"","USD","","United States"
"2026-08-04","US65339K8374","65339K837","","Nextera Energy Capital Holdings Inc","","Stock","",0.0087,878891.0,"","USD","","United States"
"2026-08-04","CA67000B2030","67000B203","","Novanta Inc","","Stock","",0.0086,317657.0,"","USD","","Canada"
"2026-08-04","US98389B8789","98389B878","","Xcel Energy Inc","","Stock","",0.0085,904005.0,"","USD","","United States"
"2026-08-04","US8425878001","842587800","","Southern Co/The","","Stock","",0.0077,1004450.0,"","USD","","United States"
"2026-08-04","US0357108705","035710870","","Annaly Capital Management Inc","","Stock","",0.0076,723200.0,"","USD","","United States"
"2026-08-04","US5949728878","594972887","","Strategy Inc","","Stock","",0.007,272233.0,"","USD","","United States"
"2026-08-04","US5949728613","594972861","","Strategy Inc","","Stock","",0.0068,272300.0,"","USD","","United States"
"2026-08-04","US8168516040","816851604","","Sempra","","Stock","",0.0065,760866.0,"","USD","","United States"
"2026-08-04","US3453708378","345370837","","Ford Motor Co","","Stock","",0.0064,803559.0,"","USD","","United States"
"2026-08-04","US3453708451","345370845","","Ford Motor Co","","Stock","",0.0063,753334.0,"","USD","","United States"
"2026-08-04","US65339K8606","65339K860","","Nextera Energy Capital Holdings Inc","","Stock","",0.0061,690555.0,"","USD","","United States"
"2026-08-04","US00123Q8722","00123Q872","","Agnc Investment Corp","","Stock","",0.0059,577557.0,"","USD","","United States"
"2026-08-04","US65339K8291","65339K829","","Nextera Energy Capital Holdings Inc","","Stock","",0.0059,602670.0,"","USD","","United States"
"2026-08-04","US2333317921","233331792","","Dte Energy Co","","Stock","",0.0058,602670.0,"","USD","","United States"
"2026-08-04","US8425878670","842587867","","Southern Co/The","","Stock","",0.0058,567515.0,"","USD","","United States"
"2026-08-04","US1258968452","125896845","","Cms Energy Corp","","Stock","",0.0057,632805.0,"","USD","","United States"
"2026-08-04","US12542R3084","12542R308","","Chs Inc","","Stock","",0.0057,538860.0,"","USD","","United States"
"2026-08-04","US8794337613","879433761","","Telephone And Data Systems Inc","","Stock","",0.0055,693065.0,"","USD","","United States"
"2026-08-04","US12542R8034","12542R803","","Chs Inc","","Stock","",0.0054,519799.0,"","USD","","United States"
"2026-08-04","US7838922018","783892201","","Sce Trust Vii","","Stock","",0.0054,552443.0,"","USD","","United States"
"2026-08-04","US82846H5046","82846H504","","Qxo Inc","","Stock","",0.0053,288781.0,"","USD","","United States"
"2026-08-04","US3453708113","345370811","","Ford Motor Co","","Stock","",0.0051,602670.0,"","USD","","United States"
"2026-08-04","US9182842099","918284209","","Vse Corp","","Stock","",0.0051,231023.0,"","USD","","United States"
"2026-08-04","US8425878837","842587883","","Southern Co/The","","Stock","",0.0051,753334.0,"","USD","","United States"
"2026-08-04","US12542R7044","12542R704","","Chs Inc","","Stock","",0.005,494693.0,"","USD","","United States"
"2026-08-04","US64828T7063","64828T706","","Rithm Capital Corp","","Stock","",0.0048,467069.0,"","USD","","United States"
"2026-08-04","US0357108473","035710847","","Annaly Capital Management Inc","","Stock","",0.0047,444467.0,"","USD","","United States"
"2026-08-04","US26441C4024","26441C402","","Duke Energy Corp","","Stock","",0.0047,502225.0,"","USD","","United States"
"2026-08-04","US0357108622","035710862","","Annaly Capital Management Inc","","Stock","",0.0044,426893.0,"","USD","","United States"
"2026-08-04","BMG1624R1079","EP0599373","","Brookfield Property Preferred Lp","","Stock","",0.0044,674095.0,"","USD","","Bermuda"
"2026-08-04","US9633202059","963320205","","Whirlpool Corp","","Stock","",0.0043,288781.0,"","USD","","United States"
"2026-08-04","US12542R5063","12542R506","","Chs Inc","","Stock","",0.0043,421866.0,"","USD","","United States"
"2026-08-04","US00123Q8078","00123Q807","","Agnc Investment Corp","","Stock","",0.0042,404290.0,"","USD","","United States"
"2026-08-04","BMG9001E1443","EP0611038","","Liberty Latin America Ltd","","Stock","",0.0042,502225.0,"","USD","","Bermuda"
"2026-08-04","US74460W5528","74460W552","","Public Storage","","Stock","",0.0041,567515.0,"","USD","","United States"
"2026-08-04","US64828T5083","64828T508","","Rithm Capital Corp","","Stock","",0.004,399353.0,"","USD","","United States"
"2026-08-04","US74460W4612","74460W461","","Public Storage","","Stock","",0.0038,606432.0,"","USD","","United States"
"2026-08-04","US87264A1051","87264A105","","T-Mobile Usa Inc","","Stock","",0.0037,395230.0,"","USD","","United States"
"2026-08-04","US8425874042","842587404","","Southern Co/The","","Stock","",0.0037,452000.0,"","USD","","United States"
"2026-08-04","US0158578080","015857808","","Algonquin Power & Utilities Corp","","Stock","",0.0037,351555.0,"","USD","","Canada"
"2026-08-04","US8794337878","879433787","","Telephone And Data Systems Inc","","Stock","",0.0036,421866.0,"","USD","","United States"
"2026-08-04","US00123Q8318","00123Q831","","Agnc Investment Corp","","Stock","",0.0036,346534.0,"","USD","","United States"
"2026-08-04","US8935266812","893526681","","Transcanada Pipelines Ltd","","Stock","",0.0035,371645.0,"","USD","","Canada"
"2026-08-04","US74913G8657","74913G865","","Qwest Corp","","Stock","",0.0035,517588.0,"","USD","","United States"
"2026-08-04","US87264A3032","87264A303","","T-Mobile Usa Inc","","Stock","",0.0035,396510.0,"","USD","","United States"
"2026-08-04","US00123Q5009","00123Q500","","Agnc Investment Corp","","Stock","",0.0034,326447.0,"","USD","","United States"
"2026-08-04","US87264A2042","87264A204","","T-Mobile Usa Inc","","Stock","",0.0034,402583.0,"","USD","","United States"
"2026-08-04","US29364D1000","29364D100","","Entergy Arkansas Llc","","Stock","",0.0034,411821.0,"","USD","","United States"
