"date","isin","cusip","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days","yahoo_ticker","adv_30d","overhang_days","par_value","price_vs_par_pct","signal_score"
"2026-08-31","US12542R5063","12542R506","CHSINC","","Chs Inc","","420462.0","422482.0","2020.0","0.0043","0.0044","0.0001","0.0","0.0","BUY","4","","","",25.0,"",""
"2026-08-31","US11276B1098","11276B109","BIP","","Brookfield Infrastructure Finance Ulc","","250273.0","251478.0","1205.0","0.0016","0.0017","0.0001","0.0","0.0","BUY","4","BIP",981372,0.0,25.0,"",""
"2026-08-31","US0357108218","035710821","NLY-J","","Annaly Capital Management Inc","","275305.0","276625.0","1320.0","0.003","0.003","0.0","0.0","0.0","BUY","4","NLY-PJ",34225,0.0,25.0,"",""
"2026-08-31","US9290428286","929042828","VNO-M","","Vornado Realty Trust","","319851.0","321388.0","1537.0","0.0023","0.0024","0.0001","0.0","0.0","BUY","4","VNO-PM",11726,0.1,25.0,"",""
"2026-08-31","US00123Q8722","00123Q872","AGNC-F","","Agnc Investment Corp","","575675.0","578398.0","2723.0","0.006","0.0061","0.0001","0.0","0.0","BUY","4","","","",25.0,"",""
"2026-08-31","US12542R3084","12542R308","CHSINC","","Chs Inc","","537104.0","539648.0","2544.0","0.0057","0.0058","0.0001","0.0","0.0","BUY","4","","","",25.0,"",""
"2026-08-31","US5949728613","594972861","STRD","","Strategy Inc","","271391.0","249888.0","-21503.0","0.0082","0.0076","-0.0006","0.0","-0.0","SELL","4","STRD",119023,0.2,25.0,"",""
"2026-08-31","US00206R7061","00206R706","T-C","","At&T Inc","","1752004.0","1760344.0","8340.0","0.0121","0.0123","0.0002","0.0","0.0","BUY","4","T-PC",183579,0.0,25.0,"",""
"2026-08-31","US98389B8789","98389B878","XEL","","Xcel Energy Inc","","901034.0","905319.0","4285.0","0.0083","0.0085","0.0002","0.0","0.0","BUY","4","XEL",4698258,0.0,25.0,"",""
"2026-08-31","US0389238504","038923850","ABR-F","","Arbor Realty Trust Inc","","283901.0","285226.0","1325.0","0.0026","0.0027","0.0001","0.0","0.0","BUY","4","ABR-PF",9465,0.1,25.0,"",""
"2026-08-31","US02079K6029","02079K602","GOOGL","","Alphabet Inc","","2441955.0","2478284.0","36329.0","0.0482","0.0496","0.0014","0.0","0.0","BUY","4","GOOGL",28967643,0.0,25.0,"",""
"2026-08-31","US00123Q8318","00123Q831","AGNC-H","","Agnc Investment Corp","","345395.0","347039.0","1644.0","0.0036","0.0037","0.0001","0.0","0.0","BUY","4","","","",25.0,"",""
"2026-08-31","US74460W3960","74460W396","PSA-S","","Public Storage","","250273.0","251478.0","1205.0","0.0016","0.0016","0.0","0.0","0.0","BUY","4","PSA-PS",15529,0.1,25.0,"",""
"2026-08-31","US7838922018","783892201","EIX-M","","Sce Trust Vii","","550642.0","553251.0","2609.0","0.0055","0.0055","0.0","0.0","0.0","BUY","4","","","",25.0,"",""
"2026-08-31","US80620A2087","80620A208","EIX-N","","Sce Trust Viii","","350385.0","352068.0","1683.0","0.0033","0.0033","0.0","0.0","0.0","BUY","4","","","",25.0,"",""
"2026-08-31","US74913G8574","74913G857","CTL","","Qwest Corp","","381949.0","383783.0","1834.0","0.0027","0.0027","0.0","0.0","0.0","BUY","4","","","",25.0,"",""
"2026-08-31","US64828T8889","64828T888","RITM-F","","Rithm Capital Corp","","250273.0","251478.0","1205.0","0.0025","0.0026","0.0001","0.0","0.0","BUY","4","RITM-PF",35634,0.0,25.0,"",""
"2026-08-31","US74460W6856","74460W685","PSA-F","","Public Storage","","280308.0","281655.0","1347.0","0.0022","0.0023","0.0001","0.0","0.0","BUY","4","PSA-PF",15675,0.1,25.0,"",""
"2026-08-31","US8805913006","880591300","TVA-D","","Tennessee Valley Authority","","256789.0","257984.0","1195.0","0.0025","0.0026","0.0001","0.0","0.0","BUY","4","","","",25.0,"",""
"2026-08-31","US82846H5046","82846H504","QXO","","Qxo Inc","","287818.0","289199.0","1381.0","0.005","0.0049","-0.0001","0.0","0.0","BUY","4","QXO",19235233,0.0,25.0,"",""
"2026-08-31","US25401T3068","25401T306","DBRG-J","","Digitalbridge Group Inc","","290667.0","292066.0","1399.0","0.0018","0.0019","0.0001","0.0","0.0","BUY","4","DBRG-PJ",27832,0.1,25.0,"",""
"2026-08-31","US1258968528","125896852","CMS","","Cms Energy Corp","","280308.0","281655.0","1347.0","0.0024","0.0025","0.0001","0.0","0.0","BUY","4","CMS",3609619,0.0,25.0,"",""
"2026-08-31","US8794337613","879433761","TDS-VV","","Telephone And Data Systems Inc","","690796.0","694078.0","3282.0","0.0054","0.0056","0.0002","0.0","0.0","BUY","4","","","",25.0,"",""
"2026-08-31","US00123Q5009","00123Q500","AGNC-C","","Agnc Investment Corp","","325358.0","326921.0","1563.0","0.0035","0.0035","0.0","0.0","0.0","BUY","4","","","",25.0,"",""
"2026-08-31","US12542R7044","12542R704","CHSINC","","Chs Inc","","493046.0","495411.0","2365.0","0.0049","0.0051","0.0002","0.0","0.0","BUY","4","","","",25.0,"",""
"2026-08-31","US74965L2007","74965L200","RLJ-A","","Rlj Lodging Trust","","322341.0","323890.0","1549.0","0.0033","0.0034","0.0001","0.0","0.0","BUY","4","RLJ-PA",17655,0.1,25.0,"",""
"2026-08-31","US0970232049","097023204","BA","","Boeing Co/The","","2878322.0","2891993.0","13671.0","0.0768","0.0782","0.0014","0.0","0.0","BUY","4","BA",5581529,0.0,25.0,"",""
"2026-08-31","US25525P2065","25525P206","DHC","","Diversified Healthcare Trust","","350385.0","352068.0","1683.0","0.0027","0.0027","0.0","0.0","0.0","BUY","4","DHC",1589976,0.0,25.0,"",""
"2026-08-31","US3453708451","345370845","F","","Ford Motor Co","","750867.0","754433.0","3566.0","0.0062","0.0063","0.0001","0.0","0.0","BUY","4","F",47302065,0.0,25.0,"",""
"2026-08-31","US3733344408","373334440","SO","","Georgia Power Co","","270336.0","271596.0","1260.0","0.0023","0.0023","0.0","0.0","0.0","BUY","4","SO",5464406,0.0,25.0,"",""
"2026-08-31","US1258968452","125896845","CMS","","Cms Energy Corp","","630734.0","633724.0","2990.0","0.0055","0.0056","0.0001","0.0","0.0","BUY","4","CMS",3609833,0.0,25.0,"",""
"2026-08-31","US0357108622","035710862","NLY-G","","Annaly Capital Management Inc","","425471.0","427512.0","2041.0","0.0045","0.0045","0.0","0.0","0.0","BUY","4","NLY-PG",26638,0.1,25.0,"",""
"2026-08-31","US12542R2094","12542R209","CHSINC","","Chs Inc","","307137.0","308613.0","1476.0","0.0034","0.0034","0.0","0.0","0.0","BUY","4","","","",25.0,"",""
"2026-08-31","US00206R5081","00206R508","T-A","","At&T Inc","","1201366.0","1207093.0","5727.0","0.0088","0.0089","0.0001","0.0","0.0","BUY","4","T-PA",223979,0.0,25.0,"",""
"2026-08-31","US65339F6557","65339F655","NEE-V","","Nextera Energy Inc","","1151306.0","1156797.0","5491.0","0.0216","0.0219","0.0003","0.0","0.0","BUY","4","NEE-PV",236624,0.0,25.0,"",""
"2026-08-31","US26441C4024","26441C402","DUK","","Duke Energy Corp","","500551.0","502955.0","2404.0","0.0046","0.0046","0.0","0.0","0.0","BUY","4","DUK",4197128,0.0,25.0,"",""
"2026-08-31","BMG9001E1443","EP0611038","LILAK","","Liberty Latin America Ltd","","500551.0","502955.0","2404.0","0.0043","0.0043","0.0","0.0","0.0","BUY","4","LILAK",1369047,0.0,25.0,"",""
"2026-08-31","US11259P1093","11259P109","BRBRPH","","Brookfield Brp Holdings Canada Inc","","350385.0","352068.0","1683.0","0.0022","0.0022","0.0","0.0","0.0","BUY","4","","","",25.0,"",""
"2026-08-31","US87264A3032","87264A303","TMUS","","T-Mobile Usa Inc","","395187.0","397087.0","1900.0","0.0033","0.0033","0.0","0.0","0.0","BUY","4","TMUS",4554833,0.0,25.0,"",""
"2026-08-31","US8425874042","842587404","SO","","Southern Co/The","","450532.0","452660.0","2128.0","0.0037","0.0037","0.0","0.0","0.0","BUY","4","SO",5464574,0.0,25.0,"",""
"2026-08-31","US16934Q4064","16934Q406","CIM-B","","Chimera Investment Corp","","325358.0","326921.0","1563.0","0.0033","0.0033","0.0","0.0","0.0","BUY","4","CIM-PB",25882,0.1,25.0,"",""
"2026-08-31","US74460W5940","74460W594","PSA-J","","Public Storage","","259037.0","260279.0","1242.0","0.0019","0.0019","0.0","0.0","0.0","BUY","4","PSA-PJ",31838,0.0,25.0,"",""
"2026-08-31","US7244795065","724479506","PBI","","Pitney Bowes Inc","","349665.0","351343.0","1678.0","0.0031","0.0032","0.0001","0.0","0.0","BUY","4","PBI",1629057,0.0,25.0,"",""
"2026-08-31","US9633202059","963320205","WHR-A","","Whirlpool Corp","","287818.0","289199.0","1381.0","0.004","0.0042","0.0002","0.0","0.0","BUY","4","WHR-PA",71651,0.0,25.0,"",""
"2026-08-31","US2538688225","253868822","DLR-L","","Digital Realty Trust Inc","","345382.0","347039.0","1657.0","0.0028","0.0028","0.0","0.0","0.0","BUY","4","DLR-PL",21247,0.1,25.0,"",""
"2026-08-31","US8425878670","842587867","SO","","Southern Co/The","","565625.0","568339.0","2714.0","0.0058","0.0059","0.0001","0.0","0.0","BUY","4","SO",5464674,0.0,25.0,"",""
"2026-08-31","US00206R3003","00206R300","T","","At&T Inc","","1324031.0","1330317.0","6286.0","0.0106","0.0108","0.0002","0.0","0.0","BUY","4","T",48415988,0.0,25.0,"",""
"2026-08-31","US05554M1009","05554M100","BIP","","Bip Bermuda Holdings I Ltd","","300371.0","301773.0","1402.0","0.0021","0.0021","0.0","0.0","0.0","BUY","4","BIP",981280,0.0,25.0,"",""
"2026-08-31","US86800U5002","86800U500","SMCI","","Super Micro Computer Inc","","1877147.0","1886082.0","8935.0","0.0498","0.0494","-0.0004","0.0","0.0","BUY","4","SMCI",55082680,0.0,25.0,"",""
"2026-08-31","US74913G8657","74913G865","CTL","","Qwest Corp","","517215.0","518344.0","1129.0","0.0035","0.0036","0.0001","0.0","0.0","BUY","4","","","",25.0,"",""
"2026-08-31","US65339F1194","65339F119","NEE-T","","Nextera Energy Inc","","750867.0","754433.0","3566.0","0.0147","0.0151","0.0004","0.0","0.0","BUY","4","NEE-PT",187458,0.0,25.0,"",""
"2026-08-31","US0357108705","035710870","NLY-F","","Annaly Capital Management Inc","","720832.0","724255.0","3423.0","0.0077","0.0077","0.0","0.0","0.0","BUY","4","NLY-PF",29594,0.1,25.0,"",""
"2026-08-31","US2333317921","233331792","DTE-H","","Dte Energy Co","","600663.0","603546.0","2883.0","0.0057","0.0058","0.0001","0.0","0.0","BUY","4","","","",25.0,"",""
"2026-08-31","US5949728530","594972853","STRC","","Strategy Inc","","2029957.0","1869048.0","-160909.0","0.0814","0.0756","-0.0058","0.0","-0.0","SELL","4","STRC",1402550,0.1,25.0,"",""
"2026-08-31","US9290428443","929042844","VNO-L","","Vornado Realty Trust","","300371.0","301773.0","1402.0","0.0022","0.0022","0.0","0.0","0.0","BUY","4","VNO-PL",12785,0.1,25.0,"",""
"2026-08-31","US8425878001","842587800","SO","","Southern Co/The","","1001146.0","1005910.0","4764.0","0.0076","0.0077","0.0001","0.0","0.0","BUY","4","SO",5464834,0.0,25.0,"",""
"2026-08-31","US65339K8374","65339K837","NEE-U","","Nextera Energy Capital Holdings Inc","","876001.0","880172.0","4171.0","0.0086","0.0085","-0.0001","0.0","0.0","BUY","4","","","",25.0,"",""
"2026-08-31","US69351T8669","69351T866","PPL","","Ppl Corp","","575675.0","578398.0","2723.0","0.0109","0.0111","0.0002","0.0","0.0","BUY","4","PPL",7875697,0.0,25.0,"",""
"2026-08-31","US3453708378","345370837","F","","Ford Motor Co","","800921.0","804729.0","3808.0","0.0065","0.0065","0.0","0.0","0.0","BUY","4","F",47302065,0.0,25.0,"",""
"2026-08-31","US74460W4208","74460W420","PSA-R","","Public Storage","","435496.0","437571.0","2075.0","0.0027","0.0027","0.0","0.0","0.0","BUY","4","PSA-PR",31767,0.1,25.0,"",""
"2026-08-31","US64828T5083","64828T508","RITM-C","","Rithm Capital Corp","","398021.0","399933.0","1912.0","0.0041","0.0041","0.0","0.0","0.0","BUY","4","RITM-PC",30778,0.1,25.0,"",""
