"date","isin","cusip","ticker_raw","name","sector","asset_class","mkt_val","weight","shares","price","currency","exchange","country"
"2026-09-20","","48128B648","JPM","JPMorgan Chase & Co","Preferred Stock","PFD",65248125.12,0.017468,2739216,23.82,"USD","",""
"2026-09-20","","48128B655","JPM","JPMorgan Chase & Co","Preferred Stock","PFD",57119156.04,0.015291,2509629,22.76,"USD","",""
"2026-09-20","","94988U151","WFC","Wells Fargo & Co","Preferred Stock","PFD",51765073.85,0.013858,2976715,17.39,"USD","",""
"2026-09-20","","48128B523","JPM","JPMorgan Chase & Co","Preferred Stock","PFD",49060561.83,0.013134,2957237,16.59,"USD","",""
"2026-09-20","","48128B549","JPM","JPMorgan Chase & Co","Preferred Stock","PFD",48519080.7,0.012989,2741191,17.7,"USD","",""
"2026-09-20","","060505229","BAC","Bank of America Corp","Preferred Stock","PFD",46306650.03,0.012397,1996837,23.19,"USD","",""
"2026-09-20","","00206R706","T","AT&T Inc","Preferred Stock","PFD",43261772.25,0.011582,2588975,16.71,"USD","",""
"2026-09-20","","06053U601","BAC","Bank of America Corp","Preferred Stock","PFD",40844234.88,0.011116,2044256,19.98,"USD","",""
"2026-09-20","","14040H824","COF","Capital One Financial Corp","Preferred Stock","PFD",39013553.58,0.010444,2219201,17.58,"USD","",""
"2026-09-20","","48128B580","JPM","JPMorgan Chase & Co","Preferred Stock","PFD",38798221.35,0.010387,2225945,17.43,"USD","",""
"2026-09-20","","00206R300","T","AT&T Inc","Preferred Stock","PFD",38003458.09,0.010174,1956964,19.4196,"USD","",""
"2026-09-20","","060505179","BAC","Bank of America Corp","Preferred Stock","PFD",37320296.13,0.009991,1553071,24.03,"USD","",""
"2026-09-20","","61762V838","MS","Morgan Stanley","Preferred Stock","PFD",37270343.11,0.009978,1479569,25.19,"USD","",""
"2026-09-20","","61762V853","MS","Morgan Stanley","Preferred Stock","PFD",36811452.8,0.009855,1479560,24.88,"USD","",""
"2026-09-20","","06055H202","BAC","Bank of America Corp","Preferred Stock","PFD",36272325.2,0.00971,1929379,18.8,"USD","",""
"2026-09-20","","61761J406","MS","Morgan Stanley","Preferred Stock","PFD",35749825.63,0.009571,1481551,24.13,"USD","",""
"2026-09-20","","26441C501","DUK","Duke Energy Corp","Preferred Stock","PFD",33452851.6,0.008956,1479560,22.61,"USD","",""
"2026-09-20","","61762V606","MS","Morgan Stanley","Preferred Stock","PFD",32771908.12,0.008773,1481551,22.12,"USD","",""
"2026-09-20","","61762V200","MS","Morgan Stanley","Preferred Stock","PFD",32516197.5,0.008705,1275145,25.5,"USD","",""
"2026-09-20","","61763E207","MS","Morgan Stanley","Preferred Stock","PFD",31919809.74,0.008545,1259661,25.34,"USD","",""
"2026-09-20","","020002838","ALL","Allstate Corp/The","Preferred Stock","PFD",31731762.75,0.008495,1701435,18.65,"USD","",""
"2026-09-20","","00206R508","T","AT&T Inc","Preferred Stock","PFD",31416129.12,0.00841,1777936,17.67,"USD","",""
"2026-09-20","","04686J861","ATH","Athene Holding Ltd","Preferred Stock","PFD",30530290.72,0.008307,1280633,23.84,"USD","",""
"2026-09-20","","61762V861","MS","Morgan Stanley","Preferred Stock","PFD",30953876.1,0.008287,1922601,16.1,"USD","",""
"2026-09-20","","14040H782","COF","Capital One Financial Corp","Preferred Stock","PFD",30884178.4,0.008268,1849352,16.7,"USD","",""
"2026-09-20","","06055H806","BAC","Bank of America Corp","Preferred Stock","PFD",30766548.56,0.008237,1918114,16.04,"USD","",""
"2026-09-20","","94988U128","WFC","Wells Fargo & Co","Preferred Stock","PFD",29970460.5,0.008023,1737418,17.25,"USD","",""
"2026-09-20","","65339K837","NEE","NextEra Energy Capital Holdings Inc","Preferred Stock","PFD",29440962.24,0.007882,1295817,22.72,"USD","",""
"2026-09-20","","98389B878","XEL","Xcel Energy Inc","Preferred Stock","PFD",29207185.41,0.007819,1331837,21.93,"USD","",""
"2026-09-20","","825252885","AGPXX","Invesco Government & Agency Portfolio","Money Market Fund, Taxable","MMT",29137531.28,0.007807,29137531.28,1.0,"USD","",""
"2026-09-20","","95002Y400","WFC","Wells Fargo & Co","Preferred Stock","PFD",28829963.4,0.007718,1849260,15.59,"USD","",""
"2026-09-20","","060505195","BAC","Bank of America Corp","Preferred Stock","PFD",28772032.18,0.007703,1261378,22.81,"USD","",""
"2026-09-20","","55261F864","MTB","M&T Bank Corp","Preferred Stock","PFD",28368178.85,0.007594,1105696,25.6564,"USD","",""
"2026-09-20","","172967242","C","Citigroup Inc","Preferred Stock","PFD",27947947.17,0.007482,1184486,23.595,"USD","",""
"2026-09-20","","842587800","SO","Southern Co/The","Preferred Stock","PFD",26866517.8,0.007192,1484338,18.1,"USD","",""
"2026-09-20","","759351885","RGA","Reinsurance Group of America Inc","Preferred Stock","PFD",26506307.88,0.007096,1037023,25.56,"USD","",""
"2026-09-20","","06055H400","BAC","Bank of America Corp","Preferred Stock","PFD",26366967,0.007059,1597998,16.5,"USD","",""
"2026-09-20","","59156R850","MET","MetLife Inc","Preferred Stock","PFD",25608997.05,0.006856,1481145,17.29,"USD","",""
"2026-09-20","","95002Y202","WFC","Wells Fargo & Co","Preferred Stock","PFD",24892009.2,0.006664,1550904,16.05,"USD","",""
"2026-09-20","","808513600","SCHW","Charles Schwab Corp/The","Preferred Stock","PFD",24635237.28,0.006595,1110696,22.18,"USD","",""
"2026-09-20","","59156R876","MET","MetLife Inc","Preferred Stock","PFD",24587906.76,0.006582,1191852,20.63,"USD","",""
"2026-09-20","","00775V104","AEGON","AEGON Funding Co LLC","Preferred Stock","PFD",24554173.02,0.006573,1368683,17.94,"USD","",""
"2026-09-20","","48128B622","JPM","JPMorgan Chase & Co","Preferred Stock","PFD",24273847.48,0.006498,1327891,18.28,"USD","",""
"2026-09-20","","89832Q695","TFC","Truist Financial Corp","Preferred Stock","PFD",23659969.45,0.006334,1363687,17.35,"USD","",""
"2026-09-20","","345370837","F","Ford Motor Co","Preferred Stock","PFD",23273133,0.00623,1193494,19.5,"USD","",""
"2026-09-20","","020002788","ALL","Allstate Corp/The","Preferred Stock","PFD",23211331.26,0.006214,888302,26.13,"USD","",""
"2026-09-20","","03769M205","APO","Apollo Global Management Inc","Preferred Stock","PFD",22677285.75,0.006071,887565,25.55,"USD","",""
"2026-09-20","","816851604","SRE","Sempra","Preferred Stock","PFD",21930935.85,0.005977,1121787,19.55,"USD","",""
"2026-09-20","","493267843","KEY","KeyCorp","Preferred Stock","PFD",22157246.7,0.005932,888066,24.95,"USD","",""
"2026-09-20","","345370845","F","Ford Motor Co","Preferred Stock","PFD",22027795.44,0.005897,1108038,19.88,"USD","",""
"2026-09-20","","55261F823","MTB","M&T Bank Corp","Preferred Stock","PFD",21578722.88,0.005777,887648,24.31,"USD","",""
"2026-09-20","","04686J838","ATH","Athene Holding Ltd","Preferred Stock","PFD",21148799.76,0.005763,850716,24.86,"USD","",""
"2026-09-20","","06055H608","BAC","Bank of America Corp","Preferred Stock","PFD",21395662.54,0.005728,1346486,15.89,"USD","",""
"2026-09-20","","94988U656","WFC","Wells Fargo & Co","Preferred Stock","PFD",21232244.8,0.005684,1020781,20.8,"USD","",""
"2026-09-20","","46817M206","JXN","Jackson Financial Inc","Preferred Stock","PFD",20804940,0.005677,815880,25.5,"USD","",""
"2026-09-20","","29452E200","EQH","Equitable Holdings Inc","Preferred Stock","PFD",21154866.38,0.005663,1184483,17.86,"USD","",""
"2026-09-20","","87165B202","SYF","Synchrony Financial","Preferred Stock","PFD",20418351.2,0.005466,1109693,18.4,"USD","",""
"2026-09-20","","65339K829","NEE","NextEra Energy Capital Holdings Inc","Preferred Stock","PFD",20188620.72,0.005405,887022,22.76,"USD","",""
"2026-09-20","","65339K860","NEE","NextEra Energy Capital Holdings Inc","Preferred Stock","PFD",20025897.1,0.005361,1016543,19.7,"USD","",""
"2026-09-20","","48251W609","KKR","KKR & Co Inc","Preferred Stock","PFD",19981025.84,0.005349,874826,22.84,"USD","",""
"2026-09-20","","842587867","SO","Southern Co/The","Preferred Stock","PFD",19857821.92,0.005316,835064,23.78,"USD","",""
"2026-09-20","","233331792","DTE","DTE Energy Co","Preferred Stock","PFD",19357093.26,0.005274,885098,21.87,"USD","",""
"2026-09-20","","879433761","TDS","Telephone and Data Systems Inc","Preferred Stock","PFD",19289735.6,0.005265,1017928,18.95,"USD","",""
"2026-09-20","","783892201","EIX","SCE Trust VII","Preferred Stock","PFD",19252849.04,0.005154,818859,23.5118,"USD","",""
"2026-09-20","","125896845","CMS","CMS Energy Corp","Preferred Stock","PFD",19158848.35,0.005129,936863,20.45,"USD","",""
"2026-09-20","","21871X208","CRBG","Corebridge Financial Inc","Preferred Stock","PFD",19152312.92,0.005127,889564,21.53,"USD","",""
"2026-09-20","","87165B400","SYF","Synchrony Financial","Preferred Stock","PFD",19119288.51,0.005118,740197,25.83,"USD","",""
"2026-09-20","","05990K841","BANC","Banc of California Inc","Preferred Stock","PFD",18884126.16,0.005055,752056,25.11,"USD","",""
"2026-09-20","","04686J507","ATH","Athene Holding Ltd","Preferred Stock","PFD",18427775,0.005027,737111,25.0,"USD","",""
"2026-09-20","","7591EP860","RF","Regions Financial Corp","Preferred Stock","PFD",18711680.04,0.005009,743412,25.17,"USD","",""
"2026-09-20","","345370811","F","Ford Motor Co","Preferred Stock","PFD",18563863,0.00497,894644,20.75,"USD","",""
"2026-09-20","","064058845","BNY","Bank of New York Mellon Corp/The","Preferred Stock","PFD",18267963.24,0.004966,740193,24.68,"USD","",""
"2026-09-20","","06055H871","BAC","Bank of America Corp","Preferred Stock","PFD",18335231.46,0.004909,1014678,18.07,"USD","",""
"2026-09-20","","842587883","SO","Southern Co/The","Preferred Stock","PFD",18005190.56,0.00482,1108694,16.24,"USD","",""
"2026-09-20","","7591EP704","RF","Regions Financial Corp","Preferred Stock","PFD",17860029.92,0.004781,737104,24.23,"USD","",""
"2026-09-20","","902973759","USB","US Bancorp","Preferred Stock","PFD",17462990.8,0.004675,847718,20.6,"USD","",""
"2026-09-20","","744320805","PRU","Prudential Financial Inc","Preferred Stock","PFD",16934524.06,0.004534,832982,20.33,"USD","",""
"2026-09-20","","EP0599373","BPY","Brookfield Property Preferred LP","Preferred Stock","PFD",16433304.84,0.004502,997772,16.47,"USD","",""
"2026-09-20","","902973718","USB","US Bancorp","Preferred Stock","PFD",16690196.49,0.004468,1109020,15.0495,"USD","",""
"2026-09-20","","89832Q745","TFC","Truist Financial Corp","Preferred Stock","PFD",16506458.34,0.004419,854814,19.31,"USD","",""
"2026-09-20","","97650W702","WTFC","Wintrust Financial Corp","Preferred Stock","PFD",16450206.65,0.004404,629071,26.15,"USD","",""
"2026-09-20","","55261F849","MTB","M&T Bank Corp","Preferred Stock","PFD",15823672.36,0.004236,671348,23.57,"USD","",""
"2026-09-20","","26441C402","DUK","Duke Energy Corp","Preferred Stock","PFD",15433107.45,0.004132,740197,20.85,"USD","",""
"2026-09-20","","174610600","CFG","Citizens Financial Group Inc","Preferred Stock","PFD",15412393.32,0.004126,590061,26.12,"USD","",""
"2026-09-20","","14040H758","COF","Capital One Financial Corp","Preferred Stock","PFD",15398797.65,0.004122,1003179,15.35,"USD","",""
"2026-09-20","","316773837","FITB","Fifth Third Bancorp","Preferred Stock","PFD",15171334.28,0.004062,589636,25.73,"USD","",""
"2026-09-20","","857477855","STT","State Street Corp","Preferred Stock","PFD",14796498.05,0.003961,740195,19.99,"USD","",""
"2026-09-20","","174610808","CFG","Citizens Financial Group Inc","Preferred Stock","PFD",14785112.1,0.003958,594735,24.86,"USD","",""
"2026-09-20","","05461T305","AXS","Axis Capital Holdings Ltd","Preferred Stock","PFD",14685804,0.003932,815878,18.0,"USD","",""
"2026-09-20","","008252827","AMG","Affiliated Managers Group Inc","Preferred Stock","PFD",14613825.34,0.003912,668519,21.86,"USD","",""
"2026-09-20","","808513865","SCHW","Charles Schwab Corp/The","Preferred Stock","PFD",14498003.96,0.003881,884564,16.39,"USD","",""
"2026-09-20","","320517840","FHN","First Horizon Corp","Preferred Stock","PFD",14201858.72,0.003802,592732,23.96,"USD","",""
"2026-09-20","","74460W552","PSA","Public Storage","Preferred Stock","PFD",13953888.3,0.0038,843645,16.54,"USD","",""
"2026-09-20","","31959X400","FCNCA","First Citizens BancShares Inc/NC","Preferred Stock","PFD",14146750.8,0.003787,592410,23.88,"USD","",""
"2026-09-20","","61762V804","MS","Morgan Stanley","Preferred Stock","PFD",13793540.22,0.003693,740394,18.63,"USD","",""
"2026-09-20","","04686J408","ATH","Athene Holding Ltd","Preferred Stock","PFD",13356241.2,0.003644,850716,15.7,"USD","",""
"2026-09-20","","493267868","KEY","KeyCorp","Preferred Stock","PFD",13357029.6,0.003576,668520,19.98,"USD","",""
"2026-09-20","","74460W461","PSA","Public Storage","Preferred Stock","PFD",12945571.1,0.003525,899679,14.3891,"USD","",""
"2026-09-20","","879433787","TDS","Telephone and Data Systems Inc","Preferred Stock","PFD",12890382.24,0.003519,620924,20.76,"USD","",""
"2026-09-20","","87264A105","TMUS","T-Mobile USA Inc","Preferred Stock","PFD",12926996.06,0.003461,581773,22.22,"USD","",""
"2026-09-20","","842587404","SO","Southern Co/The","Preferred Stock","PFD",12729503.73,0.003408,665421,19.13,"USD","",""
"2026-09-20","","872652102","TPG","TPG Operating Group II LP","Preferred Stock","PFD",12727307.6,0.003407,594734,21.4,"USD","",""
"2026-09-20","","30190A203","FG","F&G Annuities & Life Inc","Preferred Stock","PFD",12683154.24,0.003395,513696,24.69,"USD","",""
"2026-09-20","","493267876","KEY","KeyCorp","Preferred Stock","PFD",12652689.39,0.003387,626681,20.19,"USD","",""
"2026-09-20","","74913G865","CTL","Qwest Corp","Preferred Stock","PFD",12534036.25,0.003355,762875,16.43,"USD","",""
"2026-09-20","","446150823","HBAN","Huntington Bancshares Inc/OH","Preferred Stock","PFD",12302415.97,0.003293,737113,16.69,"USD","",""
"2026-09-20","","893526681","TRPCN","TransCanada PipeLines Ltd","Preferred Stock","PFD",12075765.88,0.003233,550525,21.935,"USD","",""
"2026-09-20","","446150773","HBAN","Huntington Bancshares Inc/OH","Preferred Stock","PFD",12057318.28,0.003228,481138,25.06,"USD","",""
"2026-09-20","","174610402","CFG","Citizens Financial Group Inc","Preferred Stock","PFD",11871128.48,0.003178,665422,17.84,"USD","",""
"2026-09-20","","416518603","HIG","Hartford Insurance Group Inc/The","Preferred Stock","PFD",11856080.6,0.003174,513695,23.08,"USD","",""
"2026-09-20","","48253M104","KKR","KKR Group Finance Co IX LLC","Preferred Stock","PFD",11609262,0.003164,737096,15.75,"USD","",""
"2026-09-20","","14314C105","CG","Carlyle Finance LLC","Preferred Stock","PFD",11763774.9,0.003149,742194,15.85,"USD","",""
"2026-09-20","","78410V200","EIX","SCE Trust VI","Preferred Stock","PFD",11659195.8,0.003121,700252,16.65,"USD","",""
"2026-09-20","","87264A204","TMUS","T-Mobile USA Inc","Preferred Stock","PFD",11573172,0.003098,593496,19.5,"USD","",""
"2026-09-20","","87264A303","TMUS","T-Mobile USA Inc","Preferred Stock","PFD",11548488.6,0.003092,583257,19.8,"USD","",""
"2026-09-20","","902788405","UMBF","UMB Financial Corp","Preferred Stock","PFD",11475674.91,0.003072,444277,25.83,"USD","",""
"2026-09-20","","30190A609","FG","F&G Annuities & Life Inc","Preferred Stock","PFD",11404325.89,0.003053,552803,20.63,"USD","",""
"2026-09-20","","80620A208","EIX","SCE Trust VIII","Preferred Stock","PFD",11346062.73,0.003037,515967,21.9899,"USD","",""
"2026-09-20","","03939A404","ACGL","Arch Capital Group Ltd","Preferred Stock","PFD",11137565.89,0.003037,737099,15.11,"USD","",""
"2026-09-20","","902973668","USB","US Bancorp","Preferred Stock","PFD",11311456.8,0.003028,670110,16.88,"USD","",""
"2026-09-20","","233331859","DTE","DTE Energy Co","Preferred Stock","PFD",11267905.74,0.003017,589634,19.11,"USD","",""
"2026-09-20","","744320888","PRU","Prudential Financial Inc","Preferred Stock","PFD",11262872.72,0.003015,737099,15.28,"USD","",""
"2026-09-20","","045487600","ASB","Associated Banc-Corp","Preferred Stock","PFD",11075725.89,0.002965,444273,24.93,"USD","",""
"2026-09-20","","534187885","LNC","Lincoln National Corp","Preferred Stock","PFD",11064676.61,0.002962,427703,25.87,"USD","",""
"2026-09-20","","724479506","PBI","Pitney Bowes Inc","Preferred Stock","PFD",10766809.92,0.002882,514912,20.91,"USD","",""
"2026-09-20","","665859856","NTRS","Northern Trust Corp","Preferred Stock","PFD",10580150.28,0.002878,591731,17.88,"USD","",""
"2026-09-20","","G7498P127","RNR","RenaissanceRe Holdings Ltd","Preferred Stock","PFD",10702437.48,0.002865,742194,14.42,"USD","",""
"2026-09-20","","025676859","ANGINC","American National Group Inc","Preferred Stock","PFD",10490786.72,0.002808,442276,23.72,"USD","",""
"2026-09-20","","902973734","USB","US Bancorp","Preferred Stock","PFD",10415426.63,0.002788,739207,14.09,"USD","",""
"2026-09-20","","929089209","VOYA","Voya Financial Inc","Preferred Stock","PFD",10407095.03,0.002786,444273,23.425,"USD","",""
"2026-09-20","","10922N707","BHF","Brighthouse Financial Inc","Preferred Stock","PFD",9684731.35,0.002669,857815,11.29,"USD","",""
"2026-09-20","","74460W669","PSA","Public Storage","Preferred Stock","PFD",9627593.4,0.002621,526098,18.3,"USD","",""
"2026-09-20","","319626305","FCNCA","First Citizens BancShares Inc/NC","Preferred Stock","PFD",9673077.48,0.00259,508574,19.02,"USD","",""
"2026-09-20","","744320870","PRU","Prudential Financial Inc","Preferred Stock","PFD",9647011.08,0.002583,450374,21.42,"USD","",""
"2026-09-20","","91529Y601","UNM","Unum Group","Preferred Stock","PFD",9575210.45,0.002563,442273,21.65,"USD","",""
"2026-09-20","","253868822","DLR","Digital Realty Trust Inc","Preferred Stock","PFD",9404420.74,0.002561,505886,18.59,"USD","",""
"2026-09-20","","14040H733","COF","Capital One Financial Corp","Preferred Stock","PFD",9521881.88,0.002549,626852,15.19,"USD","",""
"2026-09-20","","74913G857","CTL","Qwest Corp","Preferred Stock","PFD",9463372.72,0.002533,561958,16.84,"USD","",""
"2026-09-20","","74460W370","PSA","Public Storage","Preferred Stock","PFD",9263343.2,0.002523,424924,21.8,"USD","",""
"2026-09-20","","74460W420","PSA","Public Storage","Preferred Stock","PFD",9188393.76,0.002502,642096,14.31,"USD","",""
"2026-09-20","","04686J200","ATH","Athene Holding Ltd","Preferred Stock","PFD",9093696.48,0.002482,508596,17.88,"USD","",""
"2026-09-20","","7591EP886","RF","Regions Financial Corp","Preferred Stock","PFD",9248786.79,0.002476,591733,15.63,"USD","",""
