"date","isin","cusip","ticker_raw","name","sector","asset_class","mkt_val","weight","shares","price","currency","exchange","country"
"2026-08-05","","48128B648","JPM","JPMorgan Chase & Co","Preferred Stock","PFD",67393650,0.018035,2695746,25.0,"USD","",""
"2026-08-05","","48128B655","JPM","JPMorgan Chase & Co","Preferred Stock","PFD",58910430.15,0.015766,2470039,23.85,"USD","",""
"2026-08-05","","94988U151","WFC","Wells Fargo & Co","Preferred Stock","PFD",53990696.8,0.014235,2934277,18.4,"USD","",""
"2026-08-05","","48128B549","JPM","JPMorgan Chase & Co","Preferred Stock","PFD",49655641.32,0.013298,2695746,18.42,"USD","",""
"2026-08-05","","48128B523","JPM","JPMorgan Chase & Co","Preferred Stock","PFD",49341060.15,0.013211,2910977,16.95,"USD","",""
"2026-08-05","","060505229","BAC","Bank of America Corp","Preferred Stock","PFD",48479820.55,0.012978,1966727,24.65,"USD","",""
"2026-08-05","","00206R706","T","AT&T Inc","Preferred Stock","PFD",44155521.4,0.011642,2549395,17.32,"USD","",""
"2026-08-05","","06053U601","BAC","Bank of America Corp","Preferred Stock","PFD",42424782.12,0.011185,2013516,21.07,"USD","",""
"2026-08-05","","48128B580","JPM","JPMorgan Chase & Co","Preferred Stock","PFD",39561907.41,0.010595,2186949,18.09,"USD","",""
"2026-08-05","","14040H824","COF","Capital One Financial Corp","Preferred Stock","PFD",39797964.22,0.010493,2184301,18.22,"USD","",""
"2026-08-05","","060505179","BAC","Bank of America Corp","Preferred Stock","PFD",38600961.07,0.010177,1527541,25.27,"USD","",""
"2026-08-05","","00206R300","T","AT&T Inc","Preferred Stock","PFD",38410382.12,0.010127,1926298,19.94,"USD","",""
"2026-08-05","","06055H202","BAC","Bank of America Corp","Preferred Stock","PFD",37143391.6,0.009793,1895071,19.6,"USD","",""
"2026-08-05","","61762V838","MS","Morgan Stanley","Preferred Stock","PFD",37020834.76,0.009761,1452937,25.48,"USD","",""
"2026-08-05","","61762V853","MS","Morgan Stanley","Preferred Stock","PFD",36783573.9,0.009698,1457930,25.23,"USD","",""
"2026-08-05","","61761J406","MS","Morgan Stanley","Preferred Stock","PFD",36529187.31,0.009631,1462923,24.97,"USD","",""
